,logFC,AveExpr,t,P.Value,adj.P.Val,B
CNOT1,-0.437291381,4.313018942,-2.992083447,0.004830676,0.033303851,-2.508091062
TNNI3,-0.722248058,8.520662497,-2.99174542,0.004834999,0.033322403,-2.508911037
DGKA,-0.99335305,2.063187593,-2.991723564,0.004835279,0.033322403,-2.508964055
PYCARD,-0.554263961,4.143290521,-2.991258079,0.004841238,0.033353327,-2.510093118
SS18,-0.416273412,5.000538015,-2.99118326,0.004842196,0.033356599,-2.510274587
TMPO-AS1,-0.740290606,4.0506918,-2.989532416,0.00486339,0.033447585,-2.514277888
TERC,-0.487401636,8.22582338,-2.989530463,0.004863415,0.033447585,-2.514282622
B4GALT7,-0.687190405,4.234840367,-2.989474553,0.004864134,0.033447585,-2.514418179
SECISBP2,-0.795800021,6.422712402,-2.989245476,0.004867082,0.033457857,-2.514973579
ANKRD54,-0.409596157,6.561958064,-2.989145917,0.004868364,0.033459999,-2.515214953
DNAJC16,-0.33390737,9.221036022,-2.989052281,0.00486957,0.033461618,-2.515441963
CERS2,-0.485618568,8.282781551,-2.988456368,0.004877251,0.033497711,-2.516886578
RBM17,-0.410702851,6.523577775,-2.987825436,0.004885396,0.03354029,-2.518415895
SLC39A3,-0.380690896,6.594013351,-2.987509426,0.00488948,0.033561648,-2.519181799
ARPC1B,-0.603087879,6.132503743,-2.987412804,0.00489073,0.033566884,-2.519415968
PCDHGA2,-0.329630153,9.443787027,-2.987090552,0.004894899,0.033582878,-2.520196934
TTC17,-0.484029813,7.68719555,-2.986905884,0.004897289,0.033595191,-2.520644447
STX18,-0.356082751,7.345705364,-2.986842677,0.004898108,0.033597464,-2.520797615
OS9,0.520723629,7.496124161,2.986334131,0.004904698,0.03362929,-2.522029887
LRPPRC,-0.461137452,5.509049949,-2.985989065,0.004909175,0.03364693,-2.522865956
ANKRD44,-0.329920446,7.932009252,-2.985649471,0.004913584,0.033668695,-2.523688706
SQSTM1,-0.33111053,11.10431628,-2.9852598,0.004918648,0.033694789,-2.524632711
ENSA,-0.446757735,7.871666856,-2.985041444,0.004921488,0.033710895,-2.52516166
STT3A,-0.445332863,8.244486983,-2.984507189,0.004928442,0.033748821,-2.526455747
TEAD2,-0.795446502,6.869425766,-2.984250571,0.004931786,0.033768022,-2.527077283
SRA1,-0.40155735,7.715451403,-2.983502908,0.004941541,0.033824737,-2.528887963
ADAMTSL5,0.90613404,4.444779322,2.983338807,0.004943684,0.03383605,-2.529285342
PIGM,-0.288513294,7.585506023,-2.983273049,0.004944543,0.033838573,-2.529444575
ZNF726,-0.507746059,4.618680332,-2.983097297,0.00494684,0.033848962,-2.529870146
FAM98A,-0.347736647,9.898849036,-2.983081788,0.004947043,0.033848962,-2.5299077
ASB12,-0.463036374,5.267863316,-2.982775395,0.004951049,0.033869657,-2.530649573
KAT6B,-0.7297139,7.994392034,-2.982591993,0.004953449,0.033879364,-2.531093624
ABITRAM,-0.328588734,8.276474368,-2.982591874,0.004953451,0.033879364,-2.531093913
SPOCK1,-1.022787182,8.942476725,-2.98187016,0.004962905,0.033937298,-2.532841157
DOK6,0.82233894,3.069526259,2.981633588,0.004966008,0.033951783,-2.533413832
GNB1L,-0.608486888,4.288844094,-2.981493255,0.00496785,0.033961006,-2.533753526
ZXDC,-0.4095337,6.554280376,-2.981432823,0.004968643,0.033963062,-2.533899808
LCLAT1,-0.828211813,4.143608056,-2.981376512,0.004969382,0.033964748,-2.534036111
WWC2-AS2,0.426800658,4.818032234,2.981323633,0.004970076,0.033966127,-2.534164104
PRUNE1,-0.443862056,5.723200576,-2.98104747,0.004973703,0.033985111,-2.534832543
TIMP2,-0.597937222,8.88079826,-2.980860922,0.004976155,0.033992234,-2.535284049
IFI35,-0.499992095,6.443802929,-2.980822464,0.00497666,0.033992234,-2.535377128
UBA2,-0.321726345,9.901944773,-2.980807787,0.004976853,0.033992234,-2.535412651
ADNP,-0.360697669,8.698807502,-2.980689285,0.004978411,0.033999509,-2.535699452
POLD2,-0.515968543,4.182734394,-2.980498985,0.004980915,0.034008993,-2.536160006
SGMS2,-0.469767298,5.474627256,-2.979541086,0.004993532,0.034065669,-2.53847799
SLC30A3,-0.919454259,3.193068489,-2.979070823,0.004999737,0.034104628,-2.539615795
ARL6,-0.386295471,7.083973279,-2.978787278,0.005003482,0.034123424,-2.54030178
TEX30,-0.450520797,5.944701386,-2.977948351,0.005014578,0.034169003,-2.542331177
SLC2A13,-0.401112115,8.989591059,-2.977938832,0.005014704,0.034169003,-2.542354201
POLK,-0.792278173,2.723263992,-2.977804255,0.005016486,0.034174938,-2.542679715
OTUD7B,0.294292571,10.54914479,2.977727427,0.005017504,0.034178495,-2.542865542
NIP7,-0.35807904,7.507020804,-2.977681569,0.005018112,0.034179258,-2.542976459
SCT,0.619735872,3.444563361,2.97744715,0.005021218,0.034189382,-2.543543433
INPP5J,-0.375285242,7.968536003,-2.977382409,0.005022077,0.034189382,-2.543700014
JAM2,0.52187483,4.987079687,2.977228619,0.005024116,0.034195049,-2.544071956
UBB,-0.461567014,9.894322132,-2.977207476,0.005024397,0.034195049,-2.544123091
CPO,-1.070558669,2.665779851,-2.976989939,0.005027283,0.034209049,-2.544649181
INSYN1,-0.532857861,7.65831141,-2.976459904,0.005034322,0.034238948,-2.545930922
CYFIP2,-0.901310828,2.698930364,-2.9758408,0.005042555,0.034281424,-2.547427874
RBM14-RBM4,-0.632685567,5.178878338,-2.975703117,0.005044388,0.034290504,-2.547760756
DEGS1,-0.318761741,9.298887249,-2.975334731,0.005049295,0.03431339,-2.548651372
RAF1,-0.289209271,11.14378397,-2.975008722,0.005053641,0.034331873,-2.54943948
DCBLD1,-0.367700664,7.179489159,-2.974848444,0.005055779,0.03434086,-2.549826923
GNG10,-0.460729602,7.776226023,-2.974801465,0.005056406,0.034341736,-2.549940486
PIBF1,-0.38666045,8.924160489,-2.974684758,0.005057964,0.034348932,-2.550222591
FRAT1,-0.413766035,6.086279732,-2.97450306,0.005060389,0.034358639,-2.550661784
CHRM3-AS2,0.834940266,3.675980498,2.974355245,0.005062364,0.034365278,-2.551019063
PTPN23-DT,-0.423463129,5.052796094,-2.974049433,0.00506645,0.034382868,-2.5517582
STRN4,-0.818655728,2.844392905,-2.973889413,0.00506859,0.034394004,-2.552144941
ZNF266,-0.474318377,6.358742725,-2.973660361,0.005071654,0.034408026,-2.552698502
CCDC115,-0.420124932,7.534442957,-2.973284548,0.005076686,0.034435386,-2.553606688
FHIP1B,-0.39307831,7.371964051,-2.97303324,0.005080053,0.034451448,-2.55421396
ARHGAP15,-0.626973397,5.793635227,-2.972295509,0.005089949,0.0345016,-2.555996456
ZFP62,-0.321593031,8.612293147,-2.972256633,0.005090471,0.034501748,-2.556090383
SGO2,-0.421491448,6.221264625,-2.971737046,0.005097453,0.034531195,-2.557345628
TXNRD1,0.528462242,4.103743514,2.971707288,0.005097853,0.034531195,-2.557417515
MCCC1,-0.308706974,9.843779031,-2.971672511,0.00509832,0.034531195,-2.557501527
ITPRID2,-0.317719131,8.251220407,-2.971487331,0.005100811,0.034544673,-2.557948855
DTNA,-0.366986888,10.09997568,-2.971260832,0.005103859,0.034555136,-2.558495975
COL4A2,-0.51386501,4.435791559,-2.971121443,0.005105736,0.034564449,-2.558832662
ITGA9,0.392874753,12.13481876,2.970642501,0.005112189,0.034601344,-2.55998945
UNC119,-0.490820746,5.967763819,-2.970578444,0.005113053,0.034603793,-2.560144159
BTBD19,0.612729897,4.389365349,2.970507357,0.005114012,0.034606885,-2.560315841
MIER3,-0.510477429,4.638588895,-2.969892858,0.005122305,0.03465281,-2.561799831
PHLDB2,0.427569524,9.456161679,2.969819776,0.005123292,0.034656089,-2.561976306
PDE4A,-0.50554248,7.719898006,-2.96978203,0.005123802,0.034656139,-2.562067454
MCM3AP-AS1,-0.412439194,4.82148764,-2.969431947,0.005128534,0.034677943,-2.562912785
FCHSD2,-0.553516968,6.020306417,-2.969210785,0.005131526,0.034690026,-2.563446785
CYP51A1,-0.351240471,9.376385165,-2.96918734,0.005131843,0.034690026,-2.563503393
PRPF6,-0.286676681,10.3255623,-2.969146266,0.005132399,0.034690026,-2.563602561
ANKRD40,0.677366853,4.642954807,2.969139605,0.005132489,0.034690026,-2.563618645
NEURL2,0.529202991,5.813935902,2.969110256,0.005132886,0.034690026,-2.563689505
FAM118B,-0.718082338,3.421443167,-2.969063439,0.00513352,0.034690026,-2.563802541
UROD,-0.364539142,8.98208809,-2.968826468,0.005136728,0.034706126,-2.564374667
DYNLRB1,-0.309092029,9.819164724,-2.968752468,0.00513773,0.034709497,-2.564553321
CNOT7,-0.678386872,3.507669984,-2.967393987,0.005156162,0.034791504,-2.567832545
GPC4,-0.472642942,7.873145141,-2.967218756,0.005158544,0.034798983,-2.568255467
LINC01284,0.771823819,2.213795566,2.966583006,0.005167195,0.034840302,-2.569789725
DTWD2,-0.292042108,8.648820918,-2.966437312,0.00516918,0.034846869,-2.5701413
FHIP2A,-0.285286071,9.958866554,-2.966105524,0.005173701,0.034870536,-2.570941898
COG2,-0.33982344,8.955169695,-2.965738282,0.005178711,0.034891374,-2.571827985
SPIC,0.400656869,4.843451899,2.96562146,0.005180305,0.034897993,-2.572109841
LRRC8D,-0.56466087,6.734790931,-2.965501229,0.005181947,0.034905642,-2.572399913
CTF1,0.59229926,6.676288604,2.9653683,0.005183762,0.03491446,-2.572720614
ACADM,-0.603510732,5.551194866,-2.965121286,0.005187137,0.03493037,-2.573316527
LRP4,-0.442044031,9.068205391,-2.965019288,0.005188531,0.034936348,-2.573562585
DDX49,-0.375631615,7.440275689,-2.964512578,0.005195463,0.034969365,-2.574784889
HERPUD1,-0.437793276,9.429891219,-2.964185416,0.005199943,0.034989275,-2.57557401
CDC23,-0.289117905,8.814936328,-2.963712588,0.005206424,0.035012954,-2.576714388
PPP1R8,-0.301369441,8.806061785,-2.963679166,0.005206883,0.035012954,-2.57679499
FAM151B,-0.670117589,3.993470665,-2.963146628,0.005214192,0.03504754,-2.578079233
DGKD,-0.83090647,2.535709681,-2.963092309,0.005214938,0.035049139,-2.578210218
PLLP,-0.663455474,4.73289099,-2.962087037,0.005228764,0.035121527,-2.580634068
ALDH1L2,-0.579782971,7.359242914,-2.961901675,0.005231317,0.035135254,-2.581080947
PRDM8,-0.920345421,4.144116883,-2.961786908,0.005232898,0.035140068,-2.581357622
SUPV3L1,-0.319969756,8.987938817,-2.961763065,0.005233227,0.035140068,-2.581415102
CSRP2,-0.48600655,7.532609043,-2.961643072,0.005234881,0.03514208,-2.581704369
MTG1,0.382611931,5.276232139,2.961401444,0.005238213,0.035161025,-2.582286837
ARG2,-0.986185448,2.958301616,-2.960855571,0.005245747,0.035191052,-2.583602612
NKAIN3,-0.98531117,4.044682583,-2.960735551,0.005247406,0.035195328,-2.583891888
CENPL,0.420202893,5.314522254,2.960697992,0.005247924,0.035195386,-2.583982412
FOXP1,-0.462683609,6.03385166,-2.960224254,0.005254474,0.035215343,-2.585124153
SLC66A1,-0.656287871,4.365317521,-2.959927322,0.005258584,0.035236035,-2.585839723
MTUS2-AS1,-0.441675373,6.303104301,-2.959632109,0.005262672,0.035258518,-2.586551104
NRBP1,-0.307995332,9.403463084,-2.959611228,0.005262961,0.035258518,-2.586601421
OGFOD3,-0.92127046,4.739331558,-2.95945362,0.005265145,0.035268018,-2.586981193
SETDB1,-0.676891107,2.940938685,-2.9594351,0.005265402,0.035268018,-2.587025817
PIK3CB,-0.289755745,9.757883504,-2.95933693,0.005266763,0.035270283,-2.58726236
AQR,-0.33544702,9.302737759,-2.959176739,0.005268984,0.035281734,-2.587648335
MED12L,0.683734334,6.374153543,2.958875979,0.005273157,0.035305781,-2.588372969
ARID1A,-0.523946473,5.480961835,-2.95884414,0.005273599,0.035305781,-2.588449678
KPNB1,0.676175934,6.374638639,2.958738405,0.005275067,0.035312181,-2.588704418
KCNJ5,-0.683480982,8.057504645,-2.958597889,0.005277019,0.035318388,-2.589042944
ITSN2,-0.570265007,3.692862793,-2.957689022,0.005289657,0.035385803,-2.591232316
UBXN4,-0.267003448,10.98909771,-2.957033914,0.005298784,0.035436549,-2.592810149
LINC00482,-0.635459773,4.090723924,-2.956867554,0.005301104,0.035446876,-2.593210794
ZFYVE28,-0.707278622,3.147304764,-2.956849487,0.005301356,0.035446876,-2.593254303
AGBL3,-0.815758437,4.532074347,-2.956449416,0.00530694,0.035472231,-2.594217734
MMP17,-0.737901547,3.187670253,-2.955778464,0.005316316,0.035512479,-2.595833306
TNFRSF12A,0.648043493,8.853556527,2.955524875,0.005319864,0.035521064,-2.596443858
SDR42E1,-0.67015924,5.400053946,-2.955512384,0.005320039,0.035521064,-2.596473931
NDUFA6,-0.503573582,7.108550308,-2.95506687,0.005326278,0.035548036,-2.59754649
MCF2L-AS1,-0.875393204,2.951765468,-2.954637089,0.005332303,0.035575851,-2.598581076
AP3S2,-0.548570401,5.890426565,-2.954528771,0.005333823,0.035575851,-2.59884181
TXNDC15,-0.34543618,8.202301901,-2.954438583,0.005335088,0.035575851,-2.599058897
ADNP2,-0.354420716,8.529222001,-2.954315835,0.005336811,0.035583899,-2.599354353
TAPBP,-0.649428143,8.772988283,-2.953933757,0.005342177,0.035616234,-2.600273966
DESI2,-0.272759261,9.885573526,-2.953672785,0.005345845,0.035631066,-2.60090205
ATP6V0A4,-0.43740221,5.120386771,-2.953620027,0.005346587,0.035631066,-2.60102902
RAD1,-0.383178992,6.656437469,-2.953591356,0.00534699,0.035631066,-2.601098019
EPB41L4A-AS1,-0.433724635,5.333464799,-2.953160373,0.005353054,0.035654285,-2.60213518
UTP4,-0.378191265,8.272234729,-2.953085812,0.005354103,0.035657833,-2.602314602
DLC1,-0.900646339,2.604121888,-2.952594757,0.005361022,0.035697014,-2.60349619
KCNK5,-0.969539624,3.558662618,-2.952342726,0.005364576,0.035717231,-2.604102588
MPRIP,-0.729124236,3.050087834,-2.95208598,0.005368199,0.035733905,-2.604720297
ISG20L2,-0.515290643,5.280001438,-2.951612962,0.005374879,0.035768759,-2.605858249
PAK1IP1,-0.337246403,7.709671539,-2.951087322,0.005382312,0.035807663,-2.607122662
NAPEPLD,-0.82287007,5.132360427,-2.950531192,0.005390186,0.035847145,-2.608460267
RNF8,-0.508897055,6.10763422,-2.950484699,0.005390845,0.035847145,-2.608572085
SMYD3,-0.60263357,4.505908027,-2.949998347,0.005397741,0.035886081,-2.60974172
ZNF442,-0.504871522,5.881114007,-2.949589642,0.005403543,0.035914266,-2.610724527
E2F1,0.734090266,4.993536588,2.949385157,0.005406448,0.035927475,-2.611216218
PEA15,-0.4575848,7.566604668,-2.949376406,0.005406572,0.035927475,-2.61123726
SLC16A9,0.723915253,6.848114367,2.949000915,0.00541191,0.035952555,-2.612140084
KIRREL1-IT1,0.556016956,4.374973575,2.94888058,0.005413622,0.035960462,-2.612429401
RHOT2,0.823167611,5.324025022,2.948775685,0.005415114,0.035966913,-2.612681589
NOL7,-0.351664821,9.274747007,-2.948255131,0.005422527,0.036009011,-2.613933024
RPL11P3,-0.59044085,4.979179873,-2.948220599,0.005423019,0.036009011,-2.614016035
WAC,-0.476118904,4.971882035,-2.947906728,0.005427493,0.036028316,-2.614770521
GJD3-AS1,-0.597832431,5.389351998,-2.947353139,0.005435393,0.036073814,-2.616101125
ACSL5,-0.78922087,3.382670735,-2.9471872,0.005437763,0.036079378,-2.616499946
BACE2,-0.526412954,5.141940834,-2.947153231,0.005438249,0.036079378,-2.616581584
MRPL38,-0.353238754,9.019966266,-2.947147961,0.005438324,0.036079378,-2.616594249
NAA50,-0.551510732,5.941639811,-2.947018799,0.00544017,0.036080616,-2.616904667
EMILIN1,-0.838787079,4.322576847,-2.946988468,0.005440603,0.036080616,-2.61697756
ATG4A,-0.460874325,8.057064199,-2.946682126,0.005444984,0.036099252,-2.61771376
INPP5F,0.576786076,4.786522535,2.946447039,0.005448347,0.036118081,-2.618278686
LINC01275,-0.718569347,3.716474161,-2.946354687,0.005449669,0.036123372,-2.618500606
NDEL1,-0.730723223,6.130167607,-2.945849256,0.005456909,0.036164413,-2.619715065
MMP15,-0.45144409,10.26607067,-2.945286937,0.005464975,0.036207428,-2.621066065
STRIP1,-0.715332836,4.431652399,-2.945118265,0.005467397,0.036219992,-2.621471276
APLP2,0.321478889,5.393476638,2.944846069,0.005471306,0.036238933,-2.622125159
TRAPPC8,-0.301925261,9.508945938,-2.944463392,0.005476808,0.03626,-2.623044384
ZFYVE9,-0.423387468,8.449727018,-2.944311771,0.005478989,0.03626,-2.62340857
TRIM68,-0.32912508,7.596950243,-2.944091467,0.005482159,0.036272355,-2.623937708
ID1,-0.474369245,9.725383678,-2.944047144,0.005482798,0.036272355,-2.624044163
ZNF700,-0.550640126,6.480892313,-2.943633619,0.005488754,0.036298723,-2.625037316
ARHGAP24,0.67427807,4.96836767,2.943271253,0.005493979,0.036329792,-2.62590753
FCHSD1,0.84753467,4.086909927,2.943182293,0.005495262,0.036332903,-2.626121155
EFEMP1,-1.165999844,6.665941234,-2.943165615,0.005495503,0.036332903,-2.626161204
STK17A,0.882412864,5.152664482,2.943028218,0.005497486,0.036342528,-2.626491134
DLG5,0.345191105,9.283951894,2.942824715,0.005500424,0.036351591,-2.626979788
GNA12,-0.804983744,5.119173948,-2.942488075,0.005505287,0.036369699,-2.627788087
LINC00662,-0.466100661,7.07833906,-2.942396291,0.005506614,0.036372246,-2.628008456
EDEM3,-0.576691664,4.883536833,-2.942388424,0.005506728,0.036372246,-2.628027345
GP1BB,1.175991727,6.640553849,2.942290626,0.005508141,0.036374619,-2.628262148
PCID2,-0.476858549,8.298894344,-2.941924563,0.005513437,0.036392167,-2.629140991
SEPTIN10,-0.588454933,3.296228478,-2.94176719,0.005515715,0.036396754,-2.62951879
SPATA46,-0.690323203,3.977475074,-2.941711539,0.005516521,0.036397162,-2.629652385
DEPDC5,0.698120087,3.119635472,2.941515833,0.005519355,0.036410325,-2.630122187
LINC02504,-0.562718587,3.735519843,-2.941245745,0.00552327,0.036432661,-2.630770513
OSBPL2,-0.768498587,3.405817642,-2.941096683,0.005525431,0.036443433,-2.631128311
MALT1,-0.623200614,4.226958902,-2.940422945,0.00553521,0.036493971,-2.632745357
MYLK3,-0.654117902,6.293544725,-2.940158462,0.005539053,0.036514364,-2.633380083
AFF3,0.477882119,4.920090414,2.940137215,0.005539362,0.036514364,-2.633431071
RANBP2,-0.355185311,12.0007515,-2.939939989,0.00554223,0.036529681,-2.633904363
EBLN3P,-0.315178764,7.400238163,-2.939599299,0.005547187,0.036543855,-2.634721885
PLEKHO1,0.439315568,8.139808043,2.939164779,0.005553515,0.036572703,-2.635764476
ZNF287,-0.390753986,7.380667992,-2.938928199,0.005556963,0.036584932,-2.63633209
DDX31,-0.479190311,4.997570474,-2.938881154,0.005557649,0.036585956,-2.636444959
CEMIP2,-0.62583523,7.697712411,-2.938621302,0.005561439,0.036603919,-2.637068368
SLX9,-0.461762092,7.152753174,-2.938206879,0.005567489,0.036633251,-2.638062535
CEP85L,0.609140425,6.560905455,2.938040691,0.005569917,0.036645729,-2.638461183
KATNB1,-0.392270397,6.999442005,-2.937050636,0.005584401,0.036713006,-2.640835807
FUBP3,-0.321962044,6.696316766,-2.936579128,0.005591312,0.03675143,-2.641966534
ERBB4,-0.838277276,2.799580741,-2.935618938,0.005605409,0.036819528,-2.64426882
TJAP1,6.247854236,4.751415419,2.935340358,0.005609505,0.036839417,-2.644936696
PPP1R3B-DT,-0.692124991,2.969645438,-2.935289672,0.005610251,0.036840806,-2.645058209
POLR2G,-0.402174552,7.798393482,-2.935070049,0.005613482,0.036858519,-2.645584705
TOM1L1,-0.543562261,3.866104781,-2.934941582,0.005615374,0.036863917,-2.645892665
RPL32P29,-0.854789962,3.12079204,-2.93466037,0.005619515,0.036880577,-2.646566751
PRMT5-AS1,-0.50480127,4.297717717,-2.934564558,0.005620927,0.03688313,-2.646796412
FNDC4,-0.610060206,3.921513567,-2.934561383,0.005620974,0.03688313,-2.646804023
ARL5A,-0.246608822,10.90920725,-2.934324921,0.00562446,0.036898982,-2.647370798
TXNL4A,-0.300710416,7.860235961,-2.93385751,0.005631356,0.036923152,-2.64849105
TATDN1,-0.785952947,6.771036864,-2.933536524,0.005636097,0.03694721,-2.649260299
ZNF77,-0.289247688,6.052087954,-2.933136599,0.005642008,0.036964963,-2.650218654
EFCAB14,-0.657019087,5.360171013,-2.933046125,0.005643347,0.036970138,-2.65043545
TPGS1,-0.349502296,6.694521867,-2.932868125,0.00564598,0.036983069,-2.650861963
PDXP,-1.089073154,6.023586074,-2.932650657,0.005649199,0.036997937,-2.651383024
FMR1,0.376591646,5.792960095,2.932445053,0.005652244,0.037014365,-2.651875638
OXLD1,-0.600226709,4.694790717,-2.930733101,0.005677659,0.037145526,-2.655976525
H1-4,-0.431536988,10.25771814,-2.930004288,0.005688511,0.037189907,-2.657721902
CROT,-0.292106951,7.804870689,-2.929666637,0.005693545,0.037211869,-2.658530424
FAS,-0.589787749,5.562204214,-2.929247146,0.005699805,0.037233905,-2.659534837
EIF2AK4,-0.302457003,9.739832435,-2.929210048,0.005700359,0.037233997,-2.659623657
RARS1,-0.331108182,9.821446452,-2.929148862,0.005701273,0.037236439,-2.659770149
WWOX,-0.405342998,5.279230672,-2.929014167,0.005703285,0.037246052,-2.660092631
LSM1,-0.53961103,5.437929372,-2.928710053,0.00570783,0.037268676,-2.660820698
