,logFC,AveExpr,t,P.Value,adj.P.Val,B
SLX4IP,-0.050751401,4.374240165,-0.211565411,0.833978275,0.887564142,-6.181828273
TMEM128,-0.068894695,5.78293864,-0.211560278,0.833982241,0.887564142,-6.181829351
PSMG3-AS1,-0.058378377,5.396174569,-0.211455686,0.834063059,0.887585498,-6.181851309
HIC1,-0.067483748,5.938939474,-0.211157159,0.834293742,0.887766319,-6.181913922
GAB2,-0.05181015,8.98062633,-0.210498296,0.83480292,0.888243439,-6.182051801
CELSR2,0.04997829,6.843387062,0.210024611,0.835169036,0.888455802,-6.182150663
TELO2,0.051417293,5.984523763,0.210016855,0.835175031,0.888455802,-6.18215228
IL17RE,0.106982647,1.91771055,0.210004035,0.83518494,0.888455802,-6.182154952
CFAP45,0.096887835,1.966067485,0.209710247,0.835412032,0.888576709,-6.18221615
EPC1,-0.043844087,7.465323701,-0.209657702,0.83545265,0.888576709,-6.182227087
MS4A4E,0.101456639,2.891742589,0.209620952,0.835481058,0.888576709,-6.182234734
SAXO2,0.103767203,2.096572235,0.208618893,0.836255751,0.889335895,-6.18244274
PDE4C,-0.068881914,4.631973891,-0.208256458,0.836535991,0.889500221,-6.182517729
IQSEC3,0.06917544,4.84343461,0.208206011,0.836574999,0.889500221,-6.182528156
RTCA-AS1,-0.064272629,2.915644229,-0.208182838,0.836592918,0.889500221,-6.182532945
RAB40C,-0.052498418,5.767602741,-0.207635494,0.83701618,0.889839782,-6.182645906
TMEM178A,0.065242056,3.540578972,0.20761233,0.837034094,0.889839782,-6.18265068
ABCA3,0.043589568,7.210348282,0.207268198,0.837300239,0.890057952,-6.182721542
HSD3B7,-0.072196321,4.974526658,-0.206921613,0.837568301,0.890278129,-6.182792792
SBDS,-0.068473646,10.27530563,-0.205499866,0.838668143,0.891317492,-6.183083823
NOTCH1,0.054837995,8.423186205,0.20530789,0.838816678,0.891410508,-6.183122967
RELB,0.075407952,4.612801843,0.205112096,0.838968173,0.891506656,-6.183162852
CILK1,0.051136237,8.145528196,0.204389944,0.839526992,0.891970475,-6.183309633
VTCN1,-0.084554036,2.032197895,-0.204259146,0.839628216,0.891970475,-6.183336163
SIPA1L1,0.0451729,6.939109697,0.204232461,0.839648867,0.891970475,-6.183341573
ODF3B,0.08681726,4.314982248,0.203862048,0.839935544,0.892210143,-6.183416604
FBRSL1,0.052394989,6.831623761,0.203753348,0.840019676,0.892234639,-6.183438596
MCL1,-0.049982958,10.50990627,-0.203181181,0.840462553,0.892566831,-6.183554165
NAP1L4P1,0.092458067,2.552107226,0.203022625,0.84058529,0.892566831,-6.183586134
CPEB3,0.047127164,7.845431354,0.202954674,0.840637892,0.892566831,-6.183599826
CCDC71,0.045859795,5.842816668,0.202737994,0.840805631,0.892680057,-6.183643459
IFT27,-0.049101789,6.383764312,-0.202500169,0.840989748,0.892810654,-6.183691297
IPCEF1,-0.096501518,3.598396542,-0.202297247,0.841146852,0.892912556,-6.183732069
RPIA,-0.045416757,5.805889105,-0.202111952,0.841290315,0.892999964,-6.183769264
ZBED8,-0.057262974,5.644463217,-0.201809616,0.841524407,0.89313523,-6.183829881
CRADD,-0.058091213,7.427846866,-0.201680343,0.841624505,0.89313523,-6.183855772
TMEM140,0.059947196,6.339837821,0.20165659,0.841642898,0.89313523,-6.183860527
MTHFD1L,-0.08829397,4.606334003,-0.201631565,0.841662275,0.89313523,-6.183865537
FYB2,0.073328505,6.761088231,0.201313862,0.84190829,0.893331405,-6.18392908
BANF1,-0.042907599,7.855006808,-0.201147821,0.842036872,0.893402956,-6.183962251
NIFK-AS1,0.051480383,4.916205282,0.200933793,0.842202621,0.893513927,-6.184004967
UPF3A,0.048058992,6.466282632,0.200729381,0.84236093,0.89361699,-6.184045722
CCSER1,-0.043518096,6.850523268,-0.20036418,0.842643781,0.893852148,-6.184118431
ITGA8,0.089059756,6.178764654,0.200232898,0.842745465,0.893895109,-6.184144536
HGS,-0.047892907,7.926234887,-0.200110949,0.842839922,0.8939304,-6.184168771
H1-0,-0.044477439,8.92541825,-0.199110605,0.843614845,0.894681032,-6.184367006
RPA1,-0.058323647,8.268980111,-0.199039248,0.843670128,0.894681032,-6.184381109
ZNF629,-0.042222962,8.778794485,-0.198958102,0.843732997,0.894682761,-6.184397141
ZNF471,-0.041972573,6.783238063,-0.198660604,0.843963494,0.894732359,-6.184455859
EFNB2,-0.050214686,7.994308516,-0.198564812,0.844037715,0.894746119,-6.184474747
NTN1,-0.09614047,7.599300243,-0.198330651,0.844219152,0.894873526,-6.184520881
CCDC61,0.063302314,3.819531902,0.19804465,0.84444077,0.895043503,-6.184577154
RDH5,0.07190708,5.270436464,0.19786373,0.844580968,0.895103195,-6.18461271
KDM2B,0.04284824,6.859096526,0.197813853,0.84461962,0.895103195,-6.184622507
HDGFL2,-0.04145537,7.149257343,-0.197710484,0.844699725,0.895123159,-6.184642802
SLC23A2,-0.049277036,7.438836326,-0.197268602,0.845042182,0.895299659,-6.184729441
FAM13B,-0.046116715,8.767361931,-0.197258355,0.845050123,0.895299659,-6.184731447
SEMA3G,-0.047433666,7.785751628,-0.196891848,0.845334188,0.895470743,-6.184803157
KIRREL3,0.066715991,3.126131984,0.196765941,0.845431778,0.895509192,-6.184827761
NOD1,-0.044079845,6.639194818,-0.196617091,0.845547155,0.895566474,-6.184856828
C1orf54,-0.058995215,5.210212326,-0.196314306,0.845781861,0.895750126,-6.184915888
ZNF697,-0.050186289,7.521007643,-0.195760073,0.846211515,0.896140203,-6.185023758
CERS4,-0.043327274,6.324254606,-0.195626279,0.846315242,0.89618509,-6.185049753
DNAJA4,0.072530559,9.774090158,0.195259856,0.846599336,0.896368517,-6.185120854
TMEM143,-0.046701548,7.785341107,-0.195174468,0.846665542,0.896368517,-6.185137404
ZNF665,0.058626052,3.412221878,0.19504208,0.846768191,0.896404846,-6.185163049
AGPAT2,-0.041215264,7.30574031,-0.194951123,0.846838718,0.896414554,-6.185180658
DNAJC12,-0.067830945,4.259959134,-0.19457983,0.847126626,0.896654351,-6.185252456
TMOD1,-0.047659062,9.546052618,-0.194473954,0.847208729,0.896676292,-6.185272904
CDKL3,0.068303486,4.274042011,0.194264892,0.847370854,0.896782917,-6.185313249
SPACA9,-0.050774963,4.888049231,-0.194177389,0.847438713,0.896789773,-6.185330122
TUBG2,0.03973109,6.561716754,0.1940639,0.847526726,0.896817952,-6.185351995
PPP1R32,0.092224798,2.517939667,0.193627784,0.847864963,0.897011275,-6.18543593
USP21,-0.038921213,5.961716768,-0.19361045,0.847878407,0.897011275,-6.185439262
DOCK1,0.042646711,9.255611858,0.193590842,0.847893615,0.897011275,-6.185443031
ZNF691,-0.042967782,5.47240297,-0.193347316,0.8480825,0.897146139,-6.18548981
MISP3,0.049679384,4.24662903,0.193256645,0.848152829,0.897155577,-6.185507212
PAN3,0.04289894,7.342716633,0.192984158,0.848364191,0.897314185,-6.185559459
TANC2,0.050704985,7.919418079,0.192779972,0.848522581,0.897416745,-6.185598562
LYPLAL1,-0.069712075,8.577044186,-0.192505931,0.848735169,0.897567253,-6.185650977
SH3RF3,-0.046975267,7.190682191,-0.19243814,0.84878776,0.897567253,-6.185663932
LINC01354,-0.074025142,1.904823518,-0.192027169,0.849106598,0.897839429,-6.185742372
SLC25A5,0.062015603,8.940940272,0.191827004,0.849261898,0.897877046,-6.185780515
IL17D,-0.082427458,3.38771955,-0.19181091,0.849274385,0.897877046,-6.18578358
FAM43B,0.066024333,3.29012978,0.191743688,0.849326542,0.897877046,-6.18579638
IGF2BP3,0.064406998,2.537747785,0.191126123,0.849805734,0.898318629,-6.185913763
TMEM94,0.039630592,8.351080611,0.190991774,0.849909988,0.898332286,-6.185939249
LINC01547,0.062381235,2.845561336,0.190951002,0.849941628,0.898332286,-6.18594698
PTPDC1,-0.051074558,7.22500895,-0.190778585,0.850075428,0.898408709,-6.185979655
PTGDS,-0.054547342,11.92958515,-0.190170951,0.850547004,0.898842078,-6.186094572
COL8A2,0.084574658,4.374913806,0.189875341,0.850776442,0.899016929,-6.186150346
DCBLD2,0.057016317,10.10158182,0.189799216,0.850835529,0.899016929,-6.186164695
CCDC74A,-0.096259271,2.586220664,-0.189584737,0.851002009,0.899062792,-6.186205092
PBX2,0.037219514,7.852390631,0.189279917,0.851238624,0.899145088,-6.186262426
STEEP1,-0.05461406,7.054895982,-0.189262937,0.851251805,0.899145088,-6.186265617
SOD3,-0.068344918,6.887675642,-0.18918945,0.851308851,0.899145088,-6.186279424
ABI3,-0.055849139,4.951903904,-0.189135096,0.851351045,0.899145088,-6.186289633
NOS1AP,0.04821947,6.211610915,0.189047589,0.851418976,0.899145088,-6.186306062
EVC,0.057373754,7.298164407,0.188961621,0.851485714,0.899145088,-6.186322196
RASGRP1,-0.070429906,4.599801391,-0.188927789,0.851511979,0.899145088,-6.186328543
PRRT4,0.085947656,2.508483106,0.188850152,0.85157225,0.899145088,-6.186343104
TTBK1,0.079883056,1.696502174,0.188489574,0.851852189,0.899375667,-6.186410653
SLC25A5-AS1,-0.057305658,3.557842801,-0.187711026,0.85245669,0.899948857,-6.186556063
DTX3,-0.043956558,7.203200735,-0.187522267,0.852603265,0.899984801,-6.186591228
HAPLN3,-0.085959554,3.57575806,-0.187508523,0.852613937,0.899984801,-6.186593787
JAZF1,0.055501642,7.68608298,0.187391354,0.852704925,0.900015818,-6.186615595
RPL17P50,-0.080069469,2.024679246,-0.18635994,0.853505952,0.900731145,-6.186806983
CORO6,0.040100081,8.756650543,0.185566443,0.854122315,0.901316506,-6.186953506
ZBTB20,0.041582841,9.329881451,0.184929366,0.854617244,0.901773648,-6.187070694
HNRNPA0,0.042920427,8.104104546,0.18484172,0.854685338,0.90178037,-6.187086784
HDAC7,0.049471684,8.019827658,0.184377825,0.85504577,0.902095516,-6.187171823
CCDC102B,0.058192269,5.368318909,0.184230539,0.855160213,0.90215111,-6.187198778
SYPL2,-0.046008873,7.748508035,-0.183821841,0.855477794,0.90242098,-6.187273462
MAPRE3,-0.04580161,7.026654102,-0.18364649,0.85561406,0.902499561,-6.187305454
ZSWIM8,-0.042371314,8.191001275,-0.183559818,0.855681414,0.902505448,-6.187321256
ZSWIM9,-0.054421713,2.940360862,-0.183343989,0.855849143,0.902604795,-6.187360573
AURKC,-0.091474587,2.523867178,-0.18326745,0.855908626,0.902604795,-6.187374505
H6PD,0.043781055,9.418743294,0.183157859,0.855993798,0.902604795,-6.187394443
TRAK1,0.041656725,11.19690941,0.183095559,0.856042217,0.902604795,-6.187405772
IPMK,0.045892433,4.433297542,0.1829982,0.856117884,0.902604795,-6.187423468
USP46,-0.058758035,9.718840033,-0.182766362,0.856298074,0.90269968,-6.187465571
PLD2,-0.046186624,6.005818659,-0.182588812,0.856436076,0.902780019,-6.187497779
CYSLTR2,-0.048992009,6.736410182,-0.182407711,0.856576842,0.902863261,-6.187530598
LINC03013,0.07578017,4.955550121,0.181366997,0.857385862,0.903650804,-6.187718569
MAP3K2-DT,-0.08479756,2.29639293,-0.181123954,0.857574819,0.903784758,-6.187762313
DDX42,0.040812352,9.280177022,0.181040168,0.857639961,0.903788217,-6.187777379
MVK,-0.044898403,5.418984207,-0.180602893,0.857979954,0.904081293,-6.187855897
ERMAP,-0.049984954,5.198102737,-0.180310821,0.858207063,0.904127809,-6.187908237
SUN1,-0.038984683,10.19091803,-0.180307365,0.85820975,0.904127809,-6.187908855
DOK4,0.050602749,6.249516697,0.179643211,0.858726228,0.904606691,-6.188027555
GALNT16,0.04650213,8.813603564,0.179328326,0.85897112,0.904799428,-6.18808368
PGGHG,0.059639844,5.89778847,0.178198679,0.859849787,0.90559439,-6.188284218
MIB2,-0.041933679,7.502157889,-0.177874731,0.860101794,0.905794508,-6.188341493
MIDEAS,0.040181993,8.445995506,0.177481321,0.860407859,0.906051522,-6.188410909
ZSCAN1,0.069182382,2.775608796,0.176906398,0.860855176,0.906456831,-6.188512077
BMPR1B,0.075880289,4.85548167,0.176771822,0.86095989,0.906456831,-6.188535711
PARD3B,-0.041480406,7.350603928,-0.176667681,0.861040924,0.906456831,-6.188553988
ZFAND3,0.038886209,8.245771188,0.176499315,0.861171935,0.906499065,-6.188583513
PRDM5,-0.044361815,7.076736244,-0.17645665,0.861205135,0.906499065,-6.18859099
PCDH19,-0.053876549,4.718645282,-0.17584856,0.861678348,0.906931826,-6.188697367
UBB,0.055839947,11.68943541,0.17566194,0.861823585,0.907019348,-6.188729941
ZNF341,0.055946386,3.894021429,0.175064153,0.862288848,0.907443641,-6.188834047
ZNF211,0.032560842,6.776024125,0.174955864,0.862373136,0.907466977,-6.188852869
PTGR2,-0.051997384,7.888436025,-0.174813982,0.862483573,0.907517825,-6.188877511
ADA2,0.059196603,8.426779766,0.174687383,0.862582117,0.907555705,-6.188899482
BTBD19,-0.081922904,3.312720526,-0.174608126,0.862643811,0.907555705,-6.188913228
S100A6,-0.065404265,9.914717977,-0.17386142,0.863225097,0.908093845,-6.189042435
FAP,-0.093658407,5.655656451,-0.173169246,0.863764001,0.908537945,-6.189161713
HSPB1,-0.055178528,11.18588987,-0.171869357,0.864776233,0.909431746,-6.189384431
ZNF674-AS1,-0.062697223,3.40557517,-0.17185444,0.86478785,0.909431746,-6.189386977
MAP1A,0.064238439,10.94011805,0.171838203,0.864800496,0.909431746,-6.189389748
GJA3,-0.048506714,7.606316302,-0.171730933,0.864884038,0.909454138,-6.189408049
PCDHGA1,-0.042034032,4.522728213,-0.170997029,0.865455651,0.909989713,-6.189532953
LRRC7,-0.108143322,2.247721715,-0.170869752,0.865554791,0.910002541,-6.18955456
NUP188,0.044844622,8.336830329,0.170821439,0.865592424,0.910002541,-6.189562758
TRIM41,0.038722885,7.44547689,0.170666034,0.865713476,0.910064318,-6.189589111
MPHOSPH8,0.036318391,8.806238708,0.170005812,0.866227794,0.91052508,-6.189700802
PYGB,0.042920691,11.73343107,0.169929553,0.866287205,0.91052508,-6.189713675
OMD,-0.083826927,6.903063148,-0.169863391,0.86633875,0.91052508,-6.189724839
SVIP,-0.043683866,6.567331041,-0.16955394,0.866579841,0.91069795,-6.189776998
IPP,0.04733838,6.910515839,0.169492257,0.866627899,0.91069795,-6.189787383
DERL3,-0.057580773,3.276749443,-0.169324071,0.866758939,0.910770145,-6.189815681
SLC25A29,0.0454885,5.782372064,0.167003184,0.868567615,0.912605024,-6.190203314
POLM,-0.043803126,5.932949657,-0.166821267,0.868709415,0.912688376,-6.190233472
PRRC2A,0.036302189,10.24814779,0.166622128,0.868864644,0.912785823,-6.190266448
IVD,0.048396413,8.852750568,0.166496469,0.868962597,0.912823091,-6.190287235
RUSC2,-0.039509095,8.465785312,-0.166368159,0.86906262,0.912862526,-6.190308445
ZNF137P,0.043045069,4.235117953,0.166163483,0.869222178,0.912964487,-6.190342245
ACTG2,-0.120295979,4.601438786,-0.165787711,0.869515128,0.913206529,-6.190404192
SDCBP2-AS1,-0.041308313,4.524097353,-0.165367949,0.869842397,0.913484576,-6.190473224
SRSF5,-0.034760063,9.407930307,-0.165215531,0.869961236,0.913543711,-6.190498247
DHRS1,-0.044254826,5.143752188,-0.165111206,0.870042579,0.913563467,-6.190515361
ALMS1,-0.036387163,9.160272474,-0.16496297,0.870158162,0.91361917,-6.19053966
GLIPR1L1,0.063053508,1.947716843,0.164479125,0.870535449,0.913949619,-6.190618821
CPXM2,0.075104013,6.103601256,0.163957849,0.870941957,0.914310698,-6.190703846
LINC00630,0.039334763,5.734472783,0.163633512,0.871194903,0.914510529,-6.190756612
GDPD3,0.065021328,2.696649995,0.163213935,0.871522147,0.914788316,-6.190824718
LAMA2,-0.038111926,12.80288517,-0.16303642,0.871660605,0.914834767,-6.19085348
GLIPR1L2,0.039816001,4.225392712,0.162918787,0.871752359,0.914834767,-6.190872523
SSPOP,-0.06880006,3.142897714,-0.162843661,0.871810958,0.914834767,-6.190884677
ATXN2L,0.036622989,7.851201783,0.162766092,0.871871463,0.914834767,-6.19089722
GPC1,-0.040015077,10.36553763,-0.162755806,0.871879487,0.914834767,-6.190898883
LINC02609,-0.062464486,2.736966432,-0.162557573,0.872034116,0.914924701,-6.19093091
RHOBTB1,-0.04261413,8.199165883,-0.162485362,0.872090444,0.914924701,-6.190942567
RPL39P40,-0.066601326,2.729255343,-0.16218989,0.872320936,0.915100803,-6.19099021
ZFP41,0.045158088,5.789416341,0.161814606,0.872613705,0.915342205,-6.191050598
PSTK,-0.043479961,3.404430768,-0.161410598,0.872928902,0.915607098,-6.191115451
BAZ2B-AS1,-0.043508504,3.865002205,-0.161072393,0.873192778,0.915818125,-6.191169618
EIF4ENIF1,0.031999131,7.60803638,0.160901139,0.8733264,0.915851026,-6.191197002
EZH1,0.036030729,9.094800202,0.160871507,0.873349521,0.915851026,-6.191201737
ZNF19,-0.055760026,3.183791971,-0.160316344,0.873782719,0.916239541,-6.191290295
LMOD1,-0.056869709,7.458521823,-0.160040046,0.873998332,0.916334602,-6.191334255
ZNF397,-0.037849136,6.961665348,-0.160039428,0.873998814,0.916334602,-6.191334353
SEC14L1,-0.037707541,8.962310705,-0.159787825,0.874195164,0.916449351,-6.191374318
CAP2,-0.05114864,10.04021286,-0.159738425,0.874233717,0.916449351,-6.191382158
GREB1L,-0.039131159,7.182854331,-0.159561937,0.874371454,0.916527977,-6.191410145
TMEM100,-0.071256823,4.471271309,-0.159292831,0.874581479,0.916618896,-6.191452761
SEMA4C,0.036351559,7.469086278,0.159257251,0.874609249,0.916618896,-6.19145839
HSPA12B,-0.033521449,6.934985081,-0.15920964,0.874646408,0.916618896,-6.19146592
MCF2L,0.040666061,8.299356288,0.158942928,0.874854578,0.916771295,-6.191508064
ZBTB10,-0.043008522,9.04481662,-0.158768146,0.874991001,0.916848492,-6.191535643
ATP2A1,-0.076515084,2.414038099,-0.15858773,0.875131826,0.916930291,-6.19156408
PDE10A,-0.052055495,7.90856008,-0.15844705,0.875241637,0.916979586,-6.191586231
PRDM16-DT,0.055705447,5.459938286,0.15828268,0.875369944,0.917048249,-6.191612087
OSBP2,0.039851115,6.96106287,0.158045357,0.875555203,0.917176563,-6.191649372
ZNF316,-0.045134973,5.414750603,-0.1577474,0.875787805,0.917333066,-6.191696104
SMC5,-0.035720107,8.468022151,-0.15769312,0.87583018,0.917333066,-6.191704608
SUPT6H,-0.033831797,9.70202907,-0.157391053,0.876066004,0.917386342,-6.191751879
TMIE,0.066603059,1.877980737,0.15732429,0.876118127,0.917386342,-6.191762314
GABARAPL1,-0.049023062,10.70649752,-0.157306608,0.876131932,0.917386342,-6.191765077
HNRNPA2B1,-0.035857381,10.893245,-0.157306248,0.876132213,0.917386342,-6.191765133
MMP16,-0.069244417,5.390880393,-0.157131182,0.876268895,0.917463706,-6.191792474
SIPA1L3,-0.037384196,7.077170936,-0.156890904,0.876456496,0.917594368,-6.191829948
CTIF,0.037001611,8.526844459,0.156133739,0.877047713,0.918081758,-6.191947664
ADORA2A-AS1,-0.070885202,1.242895244,-0.155912771,0.877220266,0.918140074,-6.191981911
ELMOD3,0.033477878,6.124808692,0.155631067,0.877440256,0.918295282,-6.1920255
DENND4B,-0.034505231,8.276478223,-0.155369637,0.877644422,0.918443163,-6.192065882
RAB6B,0.045362292,8.090195815,0.155171618,0.877799072,0.918539209,-6.192096424
DCAF4L1,0.067573165,2.374349409,0.155045983,0.877897194,0.918576094,-6.192115782
SOX13,-0.037123588,6.834262361,-0.154818518,0.878074851,0.918696188,-6.192150789
ELOVL6,-0.060033124,3.987704186,-0.154698942,0.878168246,0.918728111,-6.192169172
LTBP2,-0.08421973,10.54669441,-0.154381064,0.878416534,0.918922065,-6.19221797
TMEM204,0.042461207,7.193351395,0.154017606,0.878700439,0.919098664,-6.192273643
MRTFB,-0.035491809,8.991947021,-0.154003873,0.878711166,0.919098664,-6.192275744
FBRS,0.037205063,7.186366193,0.153910222,0.878784321,0.91910938,-6.192290067
LMO3,-0.113029795,3.649846988,-0.153768235,0.878895237,0.919159586,-6.192311765
ZNF646,-0.031442056,7.203638999,-0.153641683,0.878994097,0.919197177,-6.192331088
DPH6,-0.044301691,6.521050986,-0.153512584,0.879094949,0.919236845,-6.192350783
MEAF6,-0.039297629,7.631187607,-0.152934441,0.879546619,0.91964332,-6.192438781
TPD52L1,0.046037432,8.097613821,0.152747551,0.879692634,0.919690621,-6.192467156
OCEL1,-0.048576225,4.344935592,-0.152715396,0.879717757,0.919690621,-6.192472035
IFT140,-0.039590682,6.087703253,-0.152286511,0.880052859,0.919958854,-6.192537007
FAM13A,0.03497887,7.883451723,0.152173017,0.880141539,0.919958854,-6.19255417
ARL17B,-0.050520297,4.954666287,-0.15214525,0.880163235,0.919958854,-6.192558367
PAK4,-0.032357305,5.806010397,-0.152044097,0.880242275,0.919975652,-6.19257365
LIN7B,-0.039582271,4.936477704,-0.151686117,0.880522004,0.920120705,-6.192627656
LINC02660,0.087857329,3.043292886,0.151632199,0.880564137,0.920120705,-6.192635779
ZNF17,-0.02999641,6.382498875,-0.151624697,0.88057,0.920120705,-6.192636909
CDK11A,0.033911526,7.46614436,0.151454493,0.880703006,0.920193872,-6.192662531
SCARF1,0.039425067,6.708042338,0.15111344,0.880969532,0.920406526,-6.192713786
CBX6,0.039202106,7.946908763,0.150932142,0.881111219,0.920488731,-6.192740985
GSTM5,0.091625334,3.623247287,0.150749153,0.881254231,0.92057231,-6.192768405
GNAS,0.046333833,5.918634204,0.150597998,0.881372367,0.920616174,-6.19279103
FRMPD4,0.042911478,6.238720595,0.150534177,0.881422248,0.920616174,-6.192800576
LRCH1,0.033259351,7.796049822,0.15020147,0.881682289,0.920821949,-6.192850274
ATAD3B,-0.053819005,4.927871739,-0.149908018,0.88191166,0.920945011,-6.192894018
RGPD8,-0.070579608,4.022003648,-0.149814468,0.881984784,0.920945011,-6.192907945
AMBRA1,0.031467235,7.639128606,0.149808786,0.881989226,0.920945011,-6.192908791
REXO1,-0.036195468,6.482286347,-0.148713695,0.882845288,0.921707136,-6.19307117
TRIO,0.03484691,10.12576133,0.148525726,0.882992243,0.921794689,-6.193098922
CCT6P1,0.035064587,3.220598707,0.148414444,0.883079246,0.921819648,-6.193115335
TSPAN18,0.039615993,9.028767434,0.148301895,0.883167241,0.921845638,-6.193131923
MFAP4,-0.059010124,8.912566527,-0.148030492,0.883379439,0.922001258,-6.193171872
JARID2,0.032091512,7.261866045,0.147712899,0.883627764,0.922194559,-6.193218526
SAMD4A,-0.035853998,10.14767173,-0.147424695,0.883853119,0.922363863,-6.193260777
GYS1,-0.033551982,10.76240416,-0.146859695,0.884294939,0.922759021,-6.193343367
GTPBP1,-0.03069867,8.001534911,-0.146108781,0.884882198,0.923239942,-6.193452643
VMAC,-0.040071219,4.052862216,-0.145953976,0.885003273,0.92330033,-6.193475102
RAMP2-AS1,0.040126231,3.906465337,0.145604143,0.885276893,0.923519843,-6.193525766
CFAP44,0.042377685,5.324208913,0.145441055,0.885404456,0.923586283,-6.193549344
SNHG17,0.053108501,3.878631185,0.145357263,0.885469997,0.923586283,-6.193561448
IP6K2,-0.033024051,7.080056404,-0.145238993,0.885562508,0.923586283,-6.19357852
LRRC66,0.058420655,2.519639982,0.145184164,0.885605396,0.923586283,-6.193586429
LINC02916,-0.069612887,2.674291587,-0.145118624,0.885656662,0.923586283,-6.19359588
FAM20A,0.043057096,5.922415343,0.14477353,0.885926609,0.923801852,-6.193645573
FOXO3,-0.037278429,9.626551817,-0.144537545,0.886111214,0.923928407,-6.193679487
NLRX1,-0.035333604,7.948491794,-0.144449079,0.88618042,0.923934628,-6.193692186
TLCD4,-0.062342757,9.94488255,-0.144180583,0.886390469,0.92408768,-6.193730681
ANXA2R-OT1,0.049362154,2.943466128,0.144011001,0.88652314,0.924153643,-6.193754958
TBC1D8,-0.033624563,9.247014005,-0.143938002,0.886580251,0.924153643,-6.193765399
SOGA1,0.036006014,9.13198412,0.142909447,0.887385011,0.92492562,-6.193911957
PTGER3,0.065520714,4.678170868,0.142829643,0.887447456,0.92492562,-6.193923284
MKRN2,-0.038026976,8.326865459,-0.141891973,0.888181223,0.925624343,-6.194055903
FNDC3B,-0.033080908,10.45859175,-0.141550542,0.888448432,0.925800402,-6.194103976
NUMBL,0.042895131,5.469900571,0.141514174,0.888476895,0.925800402,-6.19410909
KIF9-AS1,-0.045143882,2.580033125,-0.141355122,0.888601376,0.925864079,-6.194131439
SLC25A36,-0.033403505,9.066576437,-0.140968356,0.88890409,0.926047401,-6.194185681
CDK5RAP1,-0.030395032,6.894635485,-0.140776763,0.889054052,0.92613759,-6.194212496
ZKSCAN7,-0.029211411,5.089969538,-0.140670289,0.889137393,0.926158371,-6.194227382
PLXNA1,-0.031594988,9.337631839,-0.140023345,0.889643803,0.926619802,-6.19431759
NRK,-0.053008794,7.518314953,-0.139741497,0.88986444,0.926783538,-6.19435676
UBXN7,-0.033257381,7.522954568,-0.139579379,0.889991354,0.9267992,-6.194379254
ADCY4,-0.038797549,7.129691257,-0.139483238,0.89006662,0.9267992,-6.194392582
GTF3C1,-0.031021621,10.02048785,-0.139479193,0.890069787,0.9267992,-6.194393143
C1orf112,-0.035983423,4.295963573,-0.138739345,0.890649022,0.927336247,-6.194495396
RNF212B,-0.0350245,2.440559522,-0.138477297,0.890854198,0.927483776,-6.194531483
INTS3,0.030481687,8.114964215,0.138381044,0.890929563,0.927496146,-6.194544721
CHTOP,-0.030909417,8.690392418,-0.138073631,0.891170271,0.927678212,-6.194586939
SNX1,0.035599157,9.577206316,0.137995509,0.891231443,0.927678212,-6.194597653
ANKH,0.036491691,10.0755598,0.137560266,0.891572265,0.927904099,-6.194657233
DIS3L2,0.02924406,6.926902919,0.137556162,0.891575479,0.927904099,-6.194657793
ATP2B4,-0.039096299,11.92167074,-0.13676598,0.892194294,0.928470583,-6.194765476
BAHD1,0.030270702,7.136358931,0.136603288,0.892321712,0.928470583,-6.19478757
ATP1A4,-0.078304685,2.80467734,-0.136592439,0.892330209,0.928470583,-6.194789042
FGFBP2,0.080826666,4.206034302,0.136536544,0.892373986,0.928470583,-6.194796626
TSC2,-0.030302458,8.829522261,-0.136212677,0.892627644,0.928631979,-6.194840509
COLQ,0.069371637,7.018134909,0.136176181,0.892656229,0.928631979,-6.194845448
MASP1,0.051969841,10.178166,0.135866223,0.892899006,0.928818403,-6.194887337
CACNA2D1,0.042603481,9.991052061,0.13576816,0.892975817,0.928832171,-6.19490057
PRKAR2A-AS1,0.04074685,3.213266958,0.135355157,0.893299325,0.929102523,-6.194956196
FAM182A,0.054360649,1.940913736,0.134978191,0.893594621,0.929343495,-6.195006822
DDX39B,0.028926885,9.483980482,0.134891719,0.893662361,0.92934779,-6.195018415
PHF8,-0.026354635,7.454997029,-0.134134031,0.894255951,0.929898893,-6.195119678
FRMD8,0.033728139,6.657245751,0.133893842,0.894444133,0.930028381,-6.19515166
EPN3,-0.048881413,5.603385183,-0.133679021,0.894612446,0.930137193,-6.195180216
FKRP,0.028550387,6.550267552,0.133274755,0.894929203,0.930349971,-6.19523383
TERF2,-0.031887031,6.627321142,-0.133255288,0.894944456,0.930349971,-6.195236407
LOH12CR2,-0.04189352,3.318941694,-0.132817557,0.895287454,0.93064032,-6.195294268
BMP5,-0.047870413,5.282968405,-0.132456417,0.895570453,0.930868264,-6.195341862
PLXND1,0.035329666,9.161236465,0.131616037,0.89622905,0.931420288,-6.195452112
IL16,0.034833793,6.594171037,0.131314853,0.896465103,0.931533083,-6.195491454
DUSP26,-0.031879452,8.736889359,-0.131133104,0.896607554,0.931614847,-6.195515151
IGHMBP2,-0.029185093,6.222363952,-0.130841646,0.896835999,0.931785944,-6.195553084
MAGI2,-0.031821658,6.062718791,-0.130588581,0.897034359,0.931925762,-6.195585952
CCDC197,-0.075624124,2.431881347,-0.130405873,0.897177576,0.932008275,-6.195609643
