"","adj.P.Val","P.Value","t","B","logFC"
"UROD",0.9698,0.87190163,0.1642475,-5.9876,0.02658671
"NPC1L1",0.9698,0.8719887,-0.1641347,-5.9876,-0.0662765
"TMEM59L",0.9698,0.87200054,-0.1641194,-5.9876,-0.06051827
"PSMD6",0.9698,0.8720085,0.1641091,-5.9876,0.04618682
"ZNF285",0.9698,0.87208036,0.1640161,-5.9876,0.03221174
"TCAP",0.9698,0.87218309,-0.1638831,-5.9876,-0.04564062
"RSF1",0.9698,0.87234235,0.1636769,-5.9877,0.0487401
"GPS2",0.9698,0.87241172,0.1635871,-5.9877,0.02921906
"FAAP100",0.9698,0.87252401,-0.1634418,-5.9877,-0.05005353
"C4BPA",0.9698,0.87261425,0.163325,-5.9877,0.05219854
"TAF2",0.9698,0.87266113,0.1632643,-5.9877,0.06456159
"NMT1",0.9698,0.87266486,0.1632595,-5.9877,0.06467581
"TBPL1",0.9698,0.87267984,-0.1632401,-5.9877,-0.03627588
"CAPN7",0.9698,0.87275778,0.1631392,-5.9878,0.05780615
"EVA1C",0.9698,0.87285174,-0.1630176,-5.9878,-0.04740861
"RCN2",0.9698,0.87304119,-0.1627724,-5.9878,-0.03636123
"CHST15",0.9698,0.8731367,-0.1626487,-5.9878,-0.04379081
"LUM",0.9698,0.87321295,0.1625501,-5.9879,0.06380978
"ZNF606",0.9698,0.87323067,-0.1625271,-5.9879,-0.05388818
"ANAPC5",0.9698,0.87327976,-0.1624636,-5.9879,-0.02567974
"DALRD3",0.9698,0.87334951,0.1623733,-5.9879,0.09057417
"PDHX",0.9698,0.87363683,0.1620015,-5.9879,0.03853465
"INHA",0.9698,0.87380592,0.1617827,-5.988,0.09686367
"DUSP18",0.9698,0.87381779,0.1617673,-5.988,0.05805582
"MIS18A",0.9698,0.87382169,-0.1617623,-5.988,-0.04220892
"ALKBH4",0.9698,0.8738919,-0.1616714,-5.988,-0.06732759
"FLVCR1",0.9698,0.87392792,-0.1616248,-5.988,-0.0286527
"FCGRT",0.9698,0.873931,0.1616208,-5.988,0.03426477
"MRPL12",0.9698,0.87399613,0.1615365,-5.988,0.02930859
"C2orf49",0.9698,0.8740411,0.1614783,-5.988,0.04205039
"FBXL2",0.9698,0.8740526,0.1614635,-5.988,0.07378424
"PI4KA",0.9698,0.87410066,-0.1614013,-5.988,-0.02914952
"TIMM10B",0.9698,0.87420314,-0.1612687,-5.9881,-0.02866738
"XPO5",0.9698,0.87425946,-0.1611958,-5.9881,-0.03110064
"GNAI1",0.9703,0.87500397,-0.1602325,-5.9882,-0.05964341
"EML2",0.9704,0.8753638,0.159767,-5.9883,0.07660182
"LILRB5",0.9704,0.87537395,0.1597539,-5.9883,0.09255346
"PDCD6IP",0.9704,0.87568605,-0.1593502,-5.9884,-0.03182344
"SAT2",0.9704,0.87587838,0.1591014,-5.9884,0.02922516
"GSTO1",0.9704,0.8760308,0.1589042,-5.9884,0.03786114
"GPR142",0.9704,0.87606647,0.1588581,-5.9885,0.03154437
"ACTC1",0.9704,0.87615523,-0.1587433,-5.9885,-0.023988
"INO80C",0.9704,0.87620245,0.1586822,-5.9885,0.0318799
"KRTAP5-1",0.9706,0.87643828,-0.1583772,-5.9885,-0.02512518
"PITHD1",0.9709,0.87679689,0.1579135,-5.9886,0.03972299
"FAM134B",0.9715,0.87741345,-0.1571162,-5.9887,-0.0406812
"SIK3",0.9718,0.87788548,0.1565059,-5.9888,0.04211245
"ATXN3",0.9718,0.87799976,-0.1563581,-5.9889,-0.124748
"ASTN1",0.9718,0.87804143,-0.1563042,-5.9889,-0.0810373
"BCAN",0.9722,0.87877006,-0.1553623,-5.989,-0.0436759
"INSIG2",0.9722,0.87915894,0.1548596,-5.9891,0.03881441
"RPUSD4",0.9722,0.87920125,0.1548049,-5.9891,0.0340614
"ASS1",0.9722,0.87926553,0.1547219,-5.9891,0.04821511
"RNF4",0.9722,0.87926675,0.1547203,-5.9891,0.07307381
"THADA",0.9722,0.87935394,0.1546076,-5.9891,0.02727339
"NAGLU",0.9722,0.87951041,0.1544054,-5.9892,0.03763792
"SPACA1",0.9722,0.87968342,0.1541818,-5.9892,0.0686204
"PCDH19",0.9722,0.87980511,0.1540245,-5.9892,0.058363
"RPL19",0.9722,0.87990014,0.1539017,-5.9892,0.03712921
"P2RY10",0.9722,0.87991735,-0.1538794,-5.9892,-0.06305199
"SNX3",0.9722,0.87994512,-0.1538435,-5.9892,-0.03291688
"TSPAN12",0.9722,0.87997973,0.1537988,-5.9893,0.08309699
"AK3",0.9722,0.87998296,-0.1537946,-5.9893,-0.03046541
"TOX4",0.9722,0.88002094,0.1537456,-5.9893,0.03945045
"ZFYVE21",0.9722,0.8800752,0.1536755,-5.9893,0.05525901
"MPLKIP",0.9722,0.88007904,0.1536705,-5.9893,0.03492098
"LAMTOR1",0.9722,0.8801196,-0.1536181,-5.9893,-0.0233403
"HAX1",0.9722,0.88020944,-0.153502,-5.9893,-0.02818661
"PDHA1",0.9722,0.88022221,-0.1534855,-5.9893,-0.02688158
"GAA",0.9722,0.88027868,0.1534125,-5.9893,0.03849191
"HOMER1",0.9722,0.88040968,-0.1532432,-5.9893,-0.0531286
"KLHL11",0.9722,0.88052945,0.1530885,-5.9894,0.08119656
"NT5C3B",0.9722,0.88075514,0.1527968,-5.9894,0.03567535
"UNC80",0.9722,0.88080683,0.15273,-5.9894,0.08191935
"TMEM175",0.9722,0.88103875,0.1524304,-5.9895,0.03294205
"MPI",0.9722,0.88107628,-0.1523819,-5.9895,-0.04538868
"MAP3K2",0.9722,0.8810818,0.1523748,-5.9895,0.04791806
"JAK1",0.9724,0.8812877,-0.1521087,-5.9895,-0.1125369
"DUSP12",0.9724,0.88148494,0.1518539,-5.9895,0.03378702
"CLEC17A",0.9724,0.88163315,0.1516625,-5.9896,0.07634522
"ATP6V0C",0.9724,0.88166546,0.1516207,-5.9896,0.04833195
"HS1BP3",0.9724,0.88195711,0.151244,-5.9896,0.03366687
"KCTD20",0.9724,0.8820017,0.1511864,-5.9897,0.05711742
"EPB41L4B",0.9724,0.88200227,-0.1511856,-5.9897,-0.03678967
"LAGE3",0.9724,0.88202166,0.1511606,-5.9897,0.02765914
"SERPINE1",0.9724,0.88211326,0.1510422,-5.9897,0.24045669
"MYL12B",0.9725,0.88226656,0.1508442,-5.9897,0.03532867
"DDX21",0.9726,0.88262491,-0.1503814,-5.9898,-0.06184112
"CDH15",0.9726,0.88273942,-0.1502335,-5.9898,-0.06357305
"NBN",0.9726,0.88275447,0.150214,-5.9898,0.03789867
"PCDHGB5",0.9726,0.88276832,-0.1501961,-5.9898,-0.06991142
"TRIM3",0.9726,0.88278604,-0.1501733,-5.9898,-0.04779028
"CREB1",0.9727,0.88297604,0.1499279,-5.9898,0.08381273
"ASIP",0.9727,0.88309181,-0.1497784,-5.9899,-0.04565717
"UBLCP1",0.9727,0.8831451,-0.1497095,-5.9899,-0.03336694
"NUP205",0.9727,0.8832425,-0.1495837,-5.9899,-0.02607472
"CRKL",0.9727,0.88324554,0.1495798,-5.9899,0.02740463
"PEX6",0.9727,0.8833457,-0.1494505,-5.9899,-0.10565858
"ATP6V0E1",0.9727,0.88335665,0.1494363,-5.9899,0.06219509
"ST3GAL6",0.9727,0.88344973,-0.1493161,-5.9899,-0.05273379
"COL1A1",0.9728,0.88358266,-0.1491445,-5.99,-0.05994234
"SRI",0.9732,0.88408722,0.1484929,-5.9901,0.03699293
"KLHL22",0.9732,0.88438425,0.1481094,-5.9901,0.04726862
"FMO1",0.9732,0.88440294,-0.1480853,-5.9901,-0.05390526
"PHOSPHO2",0.9732,0.88445747,-0.1480149,-5.9901,-0.0568202
"ENOPH1",0.9732,0.88453351,-0.1479167,-5.9901,-0.03679923
"ATP6V0D1",0.9732,0.88456066,-0.1478817,-5.9901,-0.02368755
"STAMBP",0.9732,0.88465767,-0.1477564,-5.9902,-0.03002476
"MFSD6L",0.9733,0.88491094,-0.1474294,-5.9902,-0.05168247
"ANGPTL8",0.9733,0.88496784,0.147356,-5.9902,0.05718928
"ZC3H14",0.9734,0.88508577,-0.1472037,-5.9902,-0.02780895
"PATL1",0.9734,0.88524959,-0.1469923,-5.9903,-0.02529647
"UCK2",0.9734,0.8855607,-0.1465907,-5.9903,-0.06237104
"PITX1",0.9734,0.88571652,0.1463895,-5.9904,0.1083277
"FURIN",0.9734,0.88582493,-0.1462496,-5.9904,-0.09893217
"AHSG",0.9734,0.88584759,-0.1462203,-5.9904,-0.06393287
"ZNF556",0.9734,0.88585767,-0.1462073,-5.9904,-0.14601674
"ZNF22",0.9734,0.88599802,-0.1460262,-5.9904,-0.03326708
"EHHADH",0.9734,0.88602005,-0.1459977,-5.9904,-0.03700474
"THEM4",0.9734,0.8860442,-0.1459666,-5.9904,-0.12683791
"DHCR7",0.9734,0.88623819,0.1457162,-5.9905,0.04048706
"ZNF543",0.9734,0.88629202,-0.1456467,-5.9905,-0.03199968
"MTHFD1",0.9734,0.88630661,0.1456279,-5.9905,0.03490854
"FLOT2",0.9734,0.88639149,-0.1455184,-5.9905,-0.03652609
"CSNK1G3",0.9734,0.88648538,-0.1453972,-5.9905,-0.03190705
"NDUFS5",0.9736,0.88670984,-0.1451075,-5.9906,-0.03172463
"TAPT1",0.9737,0.88687213,-0.1448981,-5.9906,-0.04087773
"ENOX1",0.9737,0.88692435,0.1448307,-5.9906,0.08367844
"ORC2",0.9737,0.88701208,-0.1447175,-5.9906,-0.02259476
"SMAD4",0.9737,0.88716097,-0.1445253,-5.9906,-0.0284011
"SEMA4F",0.9737,0.88730222,-0.1443431,-5.9907,-0.03923713
"TMEM214",0.9737,0.88731001,-0.144333,-5.9907,-0.02570396
"ANAPC1",0.9737,0.88734435,-0.1442887,-5.9907,-0.02675079
"STXBP3",0.9737,0.88749919,-0.1440889,-5.9907,-0.07584464
"TIGD5",0.974,0.8877998,0.143701,-5.9908,0.04500455
"PPP4C",0.974,0.88814952,-0.1432498,-5.9908,-0.04187313
"EMC8",0.974,0.88818062,-0.1432097,-5.9908,-0.03271899
"RPS6KA5",0.974,0.88821549,-0.1431647,-5.9908,-0.04111767
"LAPTM4B",0.974,0.88826168,0.1431051,-5.9908,0.04114584
"ABCF1",0.974,0.88832543,-0.1430229,-5.9909,-0.02702997
"DENND6B",0.9742,0.8885366,-0.1427505,-5.9909,-0.06475281
"HMCES",0.9742,0.88866774,-0.1425813,-5.9909,-0.03135078
"OR5R1",0.9743,0.88880158,0.1424086,-5.9909,0.07252393
"LDOC1",0.9743,0.88887324,-0.1423162,-5.991,-0.04513314
"TMEM151A",0.9743,0.88904344,0.1420966,-5.991,0.04190138
"SRGAP1",0.9746,0.88944939,-0.141573,-5.9911,-0.05596687
"PXN",0.9746,0.8894899,0.1415208,-5.9911,0.04259222
"DCTPP1",0.9746,0.88961614,0.1413579,-5.9911,0.02502396
"COA5",0.9751,0.89031267,0.1404596,-5.9912,0.03846771
"HSPB1",0.9751,0.89033578,0.1404298,-5.9912,0.03896736
"NR2E3",0.9754,0.89070602,-0.1399524,-5.9913,-0.028774
"EIF4G3",0.9756,0.8911273,0.1394092,-5.9914,0.0342689
"NAP1L5",0.9756,0.89115898,-0.1393683,-5.9914,-0.0292724
"CYTH1",0.9756,0.89117443,0.1393484,-5.9914,0.04088361
"SMCP",0.9758,0.89141313,-0.1390406,-5.9914,-0.05548198
"CHAT",0.9758,0.89142895,-0.1390202,-5.9914,-0.11761358
"WDR11",0.9759,0.89167985,0.1386967,-5.9915,0.06909624
"MTSS1",0.9761,0.89219298,-0.1380352,-5.9916,-0.08165767
"VPS25",0.9761,0.89226195,0.1379463,-5.9916,0.03877863
"EIF4B",0.9761,0.89247156,-0.1376761,-5.9916,-0.03871005
"MED9",0.9761,0.89255691,-0.1375661,-5.9916,-0.04749559
"UFC1",0.9761,0.89258721,-0.137527,-5.9916,-0.03130706
"TRPC4",0.9761,0.89260759,0.1375008,-5.9916,0.05330011
"KCNK9",0.9762,0.89278063,-0.1372777,-5.9917,-0.04320898
"EXOC2",0.9762,0.89289737,0.1371272,-5.9917,0.02618893
"ZNF777",0.9764,0.89314125,-0.1368129,-5.9917,-0.08008194
"PLBD1",0.9764,0.89356667,0.1362646,-5.9918,0.03296552
"REL",0.9764,0.89362854,-0.1361848,-5.9918,-0.09189539
"STAG2",0.9764,0.89362861,0.1361848,-5.9918,0.04706182
"POLR2J",0.9764,0.8936723,0.1361284,-5.9918,0.06371808
"PDGFD",0.9764,0.89384774,-0.1359023,-5.9919,-0.0298725
"PGGHG",0.9764,0.89388082,-0.1358597,-5.9919,-0.07354705
"EIF3F",0.9764,0.89391732,0.1358127,-5.9919,0.03112694
"AHR",0.9764,0.89394463,0.1357775,-5.9919,0.06494263
"ZNF223",0.9765,0.89403266,-0.135664,-5.9919,-0.09405013
"TPM4",0.9767,0.8944903,-0.1350743,-5.992,-0.04723567
"ARMC6",0.9767,0.89455793,-0.1349872,-5.992,-0.03719105
"MYBL2",0.9767,0.89463936,0.1348822,-5.992,0.06276036
"PLEKHG1",0.9767,0.8948848,0.134566,-5.992,0.04642478
"KSR2",0.9767,0.8950414,0.1343642,-5.9921,0.07761397
"DARS2",0.9767,0.89508163,0.1343124,-5.9921,0.04209997
"KIAA0355",0.9767,0.89509127,-0.1343,-5.9921,-0.02715809
"MGMT",0.9767,0.89520825,-0.1341492,-5.9921,-0.05793012
"HMGCS1",0.9767,0.89524933,-0.1340963,-5.9921,-0.02421417
"NAGK",0.9767,0.89531964,-0.1340057,-5.9921,-0.02774968
"ITFG1",0.9767,0.89533632,0.1339842,-5.9921,0.03491783
"CDC14B",0.977,0.89598558,-0.1331478,-5.9922,-0.0855729
"ME2",0.977,0.89598743,0.1331454,-5.9922,0.05264928
"RAB2A",0.977,0.89600254,-0.1331259,-5.9922,-0.03654272
"ANKRD53",0.9771,0.89626663,-0.1327857,-5.9923,-0.02852813
"PDIA6",0.9771,0.8962733,0.1327771,-5.9923,0.05305877
"ITPR2",0.9772,0.89645176,0.1325473,-5.9923,0.0714643
"ARHGDIA",0.9772,0.89655836,-0.1324099,-5.9923,-0.03062932
"SLC1A3",0.9772,0.89657236,0.1323919,-5.9923,0.03182349
"TSPAN6",0.9772,0.89662921,0.1323187,-5.9923,0.0349779
"MTPN",0.9772,0.89676914,-0.1321385,-5.9924,-0.04177903
"VPS54",0.9772,0.89683171,-0.1320579,-5.9924,-0.06735183
"AMOT",0.9773,0.8970146,-0.1318223,-5.9924,-0.04384582
"RNF213",0.9774,0.89750295,-0.1311933,-5.9925,-0.09384413
"SULT1A1",0.9774,0.89751821,0.1311737,-5.9925,0.04318135
"DCTN3",0.9774,0.89762448,0.1310368,-5.9925,0.02351054
"BMP15",0.9774,0.89762642,0.1310343,-5.9925,0.0793232
"SYT9",0.9774,0.89765795,-0.1309937,-5.9925,-0.08053083
"UCMA",0.9774,0.89774412,0.1308827,-5.9925,0.04553279
"TRIM72",0.9774,0.89778892,0.1308251,-5.9925,0.04657072
"CHMP3",0.9774,0.89779467,0.1308177,-5.9925,0.04672003
"KHNYN",0.9774,0.897795,0.1308172,-5.9925,0.04129893
"RBM33",0.9776,0.89802736,0.130518,-5.9926,0.07354326
"ARF1",0.978,0.89847108,-0.1299466,-5.9927,-0.02608683
"AMER2",0.978,0.89856442,-0.1298264,-5.9927,-0.07391852
"KDM4D",0.9781,0.89877931,-0.1295498,-5.9927,-0.05353554
"MRPL35",0.9781,0.89889883,0.1293959,-5.9927,0.03651567
"ORAI1",0.9781,0.89901264,0.1292493,-5.9927,0.05068025
"DDX55",0.9781,0.89904328,0.1292099,-5.9928,0.02649666
"SLC26A2",0.9782,0.89929029,-0.1288919,-5.9928,-0.02483898
"SPATS2",0.9782,0.89937028,-0.1287889,-5.9928,-0.03427406
"MRPS10",0.9784,0.89967806,0.1283926,-5.9929,0.02400525
"FCRLB",0.9784,0.89972323,-0.1283345,-5.9929,-0.05178393
"BRD2",0.9784,0.89973172,0.1283236,-5.9929,0.04013868
"RPS4X",0.9784,0.90002581,-0.127945,-5.9929,-0.049061
"CLMN",0.9786,0.90051685,-0.1273129,-5.993,-0.0412038
"ADAM23",0.9786,0.90053595,-0.1272883,-5.993,-0.02455115
"SLC45A2",0.9786,0.90067501,0.1271093,-5.993,0.13300962
"PRKCDBP",0.9786,0.90068866,-0.1270917,-5.993,-0.02736336
"PA2G4",0.9786,0.90088514,0.1268388,-5.9931,0.02327762
"ARMC1",0.9786,0.90095249,0.1267522,-5.9931,0.03579746
"PCBP1",0.9786,0.90102473,0.1266592,-5.9931,0.02524167
"M6PR",0.9786,0.9010802,-0.1265878,-5.9931,-0.02592201
"GUF1",0.9786,0.90108839,0.1265773,-5.9931,0.0253862
"ADAL",0.9786,0.90110818,-0.1265518,-5.9931,-0.03855803
"FAHD2CP",0.9786,0.90118233,-0.1264563,-5.9931,-0.03338815
"PMEL",0.9787,0.90146504,-0.1260925,-5.9932,-0.07559357
"EIF4EBP2",0.9788,0.90166586,-0.1258341,-5.9932,-0.02337457
"RHOU",0.9788,0.90178287,-0.1256835,-5.9932,-0.0373867
"CNOT7",0.9788,0.90186565,0.1255769,-5.9932,0.02543812
"ZBTB45",0.9788,0.90200951,-0.1253918,-5.9932,-0.05549787
"FOCAD",0.9788,0.90220937,0.1251346,-5.9933,0.02282252
"YWHAG",0.9788,0.90221898,0.1251223,-5.9933,0.03670233
"LAT",0.9788,0.9022851,-0.1250372,-5.9933,-0.04298174
"NUDC",0.9788,0.90231855,0.1249941,-5.9933,0.02338991
"ZNF394",0.9789,0.90249514,-0.1247669,-5.9933,-0.07939852
"EGLN1",0.979,0.90268916,-0.1245173,-5.9933,-0.07776114
"DNAJC19",0.979,0.90283715,0.1243269,-5.9934,0.04168589
"KLHL3",0.979,0.90284884,0.1243118,-5.9934,0.02719055
"TMBIM4",0.979,0.90293995,-0.1241946,-5.9934,-0.02494305
"ACADVL",0.979,0.90300004,-0.1241173,-5.9934,-0.02199646
"KDSR",0.979,0.90308225,-0.1240115,-5.9934,-0.01880177
"CCDC120",0.9795,0.90395022,-0.1228949,-5.9936,-0.03246729
"TRIML1",0.9795,0.9040327,0.1227887,-5.9936,0.10148439
"HACD4",0.9795,0.90405793,-0.1227563,-5.9936,-0.08578537
"SLC2A4RG",0.9795,0.90425277,0.1225057,-5.9936,0.02649251
"NMRK2",0.9795,0.90426067,0.1224955,-5.9936,0.03575106
"STT3B",0.9797,0.90448061,-0.1222126,-5.9936,-0.0522903
"TMEM69",0.9797,0.90459645,-0.1220636,-5.9937,-0.04847332
"FAM71F1",0.9797,0.90467462,0.121963,-5.9937,0.04415099
"NDUFA13",0.9798,0.90476613,-0.1218453,-5.9937,-0.02782501
"C1QTNF7",0.9798,0.90492435,0.1216418,-5.9937,0.04564341
"RPUSD1",0.9798,0.90496509,0.1215894,-5.9937,0.03266263
"RUFY3",0.9799,0.90509233,0.1214258,-5.9937,0.02281427
"UMOD",0.9801,0.90554176,0.1208477,-5.9938,0.06015081
"ZFPL1",0.9802,0.90573605,0.1205979,-5.9938,0.03339772
"NEU4",0.9802,0.90574103,0.1205915,-5.9938,0.02534125
"ZFAND5",0.9802,0.90581117,0.1205013,-5.9938,0.02319601
"GSTK1",0.9803,0.90596856,-0.1202989,-5.9939,-0.02595217
"NMNAT3",0.9804,0.90629846,-0.1198746,-5.9939,-0.05238184
"LZTS1",0.9804,0.90659308,0.1194958,-5.994,0.04521259
"MED7",0.9804,0.90669303,0.1193673,-5.994,0.04047941
"OR7C2",0.9804,0.90676584,-0.1192736,-5.994,-0.03697086
"CORO7",0.9804,0.90683372,-0.1191864,-5.994,-0.04997523
"PLPP2",0.9804,0.90689009,-0.1191139,-5.994,-0.04662135
"TCP11L1",0.9804,0.90700109,0.1189712,-5.994,0.03703141
"PFKL",0.9804,0.90701572,-0.1189524,-5.994,-0.02398039
"DNPH1",0.9804,0.90725445,0.1186454,-5.9941,0.03257941
"ARF3",0.9804,0.90735897,0.118511,-5.9941,0.03243449
"ARMCX5",0.9804,0.90744093,-0.1184057,-5.9941,-0.02445391
"BNIP3",0.9804,0.90746384,-0.1183762,-5.9941,-0.02307009
"MCCC1",0.9804,0.90760054,0.1182005,-5.9941,0.02477329
"HDDC3",0.9804,0.90771859,-0.1180487,-5.9941,-0.02939116
"BRMS1L",0.9804,0.90777648,-0.1179743,-5.9941,-0.0320895
"RASSF3",0.9804,0.90793031,-0.1177765,-5.9942,-0.066516
"FGG",0.9804,0.90802423,0.1176558,-5.9942,0.0508325
"EFHC1",0.9804,0.90804256,-0.1176322,-5.9942,-0.03285007
"IGFBP3",0.9804,0.90824367,-0.1173737,-5.9942,-0.04343851
"ODF2L",0.9804,0.90845757,-0.1170987,-5.9943,-0.04217396
"TMEM106B",0.9804,0.90849,0.117057,-5.9943,0.05991501
"RP9",0.9804,0.90853283,0.117002,-5.9943,0.02238506
"CDK5",0.9804,0.90854921,-0.1169809,-5.9943,-0.02344736
"ENPP2",0.9804,0.90857487,-0.1169479,-5.9943,-0.06101916
"ADO",0.9804,0.90868391,0.1168078,-5.9943,0.02108396
"SHANK1",0.9804,0.9087445,-0.1167299,-5.9943,-0.05029357
"PNLDC1",0.9804,0.90884396,-0.116602,-5.9943,-0.05202208
"IMPAD1",0.9804,0.90900217,-0.1163987,-5.9943,-0.03060237
"MAGT1",0.9804,0.9090024,0.1163984,-5.9943,0.05886752
"FUT1",0.9805,0.90910536,0.116266,-5.9943,0.04646981
"IGIP",0.9807,0.90943486,0.1158425,-5.9944,0.02843915
"KBTBD2",0.9807,0.90954516,0.1157008,-5.9944,0.02090947
"TTC5",0.9807,0.90961018,0.1156172,-5.9944,0.02519614
"ZNF175",0.9807,0.90963843,0.1155809,-5.9944,0.03199745
"EPN3",0.9807,0.90970055,0.1155011,-5.9944,0.04420862
"ORAOV1",0.9808,0.90989557,-0.1152504,-5.9945,-0.02850458
"FAM45A",0.981,0.9101668,0.1149019,-5.9945,0.02346279
"POMT1",0.981,0.91021611,-0.1148385,-5.9945,-0.03830326
"GRAMD4",0.981,0.91038423,-0.1146225,-5.9945,-0.03773741
"ZNF567",0.981,0.91044137,0.114549,-5.9945,0.05948006
"TTC8",0.981,0.91050196,-0.1144712,-5.9946,-0.07171288
"SCHIP1",0.9811,0.91063797,0.1142964,-5.9946,0.04192655
"PSMD10",0.9811,0.91068646,0.1142341,-5.9946,0.03082285
"CCDC107",0.9811,0.9108459,-0.1140292,-5.9946,-0.02502225
"FAM110D",0.9811,0.91092434,0.1139284,-5.9946,0.08744731
"TCHP",0.9811,0.91101881,0.113807,-5.9946,0.0322533
"ENKD1",0.9811,0.9110291,0.1137938,-5.9946,0.03343684
"GPC2",0.9812,0.9112602,-0.1134969,-5.9947,-0.03508112
"PREB",0.9812,0.91128731,-0.113462,-5.9947,-0.02058455
"NLRC3",0.9812,0.91136704,0.1133596,-5.9947,0.07755855
"SCN4B",0.9813,0.91164427,0.1130034,-5.9947,0.05554648
"4-Sep",0.9818,0.91236856,0.1120729,-5.9948,0.03160715
"SPRR1A",0.9818,0.91238541,-0.1120512,-5.9948,-0.01960586
"NSL1",0.9818,0.91249945,0.1119047,-5.9949,0.02331841
"VAV3",0.982,0.91286941,0.1114295,-5.9949,0.03572873
"TAF7",0.9821,0.91300792,-0.1112515,-5.9949,-0.02510385
"MFSD12",0.9821,0.9130808,-0.1111579,-5.9949,-0.04298358
"FBXO15",0.9823,0.91341514,-0.1107285,-5.995,-0.04419771
"GSR",0.9824,0.91362917,-0.1104536,-5.995,-0.02530996
"LANCL1",0.9825,0.91387831,0.1101336,-5.995,0.02979343
"MRPL42",0.9828,0.91417959,-0.1097466,-5.9951,-0.04164246
"ADAM2",0.9828,0.91426901,-0.1096318,-5.9951,-0.04457021
"PIM2",0.983,0.91464135,0.1091536,-5.9952,0.03035937
"TRAPPC11",0.9832,0.91489597,0.1088266,-5.9952,0.02584494
"UBXN2A",0.9833,0.91503087,0.1086534,-5.9952,0.03481121
"FAM134A",0.9833,0.91520126,0.1084346,-5.9952,0.02677965
"ARPP21",0.9833,0.91523899,0.1083861,-5.9952,0.04506852
"TCF4",0.9833,0.91527466,-0.1083403,-5.9952,-0.02484528
"FAM102A",0.9833,0.9154109,-0.1081654,-5.9953,-0.07432976
"MDH1",0.9833,0.91549184,-0.1080614,-5.9953,-0.02309614
"FGFR1",0.9833,0.91569151,0.1078051,-5.9953,0.05799187
"CHP2",0.9833,0.91572226,-0.1077656,-5.9953,-0.04441486
"AP5M1",0.9833,0.91577736,-0.1076948,-5.9953,-0.03376952
"ZFAND6",0.9833,0.91582327,-0.1076359,-5.9953,-0.07213285
"CPSF4",0.9834,0.91615894,-0.1072049,-5.9954,-0.01745322
"ITGBL1",0.9834,0.9162116,0.1071373,-5.9954,0.05035408
"GATA4",0.9834,0.91630927,0.1070119,-5.9954,0.02576078
"KANSL2",0.9834,0.91633079,0.1069843,-5.9954,0.01702961
"FUT4",0.9835,0.916578,0.1066669,-5.9954,0.02681958
"SPATA12",0.9835,0.91662021,0.1066127,-5.9954,0.07323921
"COLEC11",0.9835,0.916632,0.1065975,-5.9954,0.04460559
"ITCH",0.9835,0.9169219,0.1062254,-5.9955,0.01902457
"SLC23A2",0.9835,0.91695291,0.1061856,-5.9955,0.02710016
"NR1H4",0.9837,0.91728799,-0.1057554,-5.9955,-0.03015491
"PNPLA6",0.9837,0.91735311,0.1056718,-5.9955,0.02580825
"ANKRD7",0.9837,0.91744346,-0.1055558,-5.9955,-0.06755218
"SLC22A5",0.9838,0.91780926,0.1050863,-5.9956,0.01920366
"CSTF2T",0.9838,0.91782299,-0.1050686,-5.9956,-0.02364641
"TMEM173",0.9838,0.91786,-0.1050211,-5.9956,-0.02359231
"CREG1",0.9838,0.91797098,-0.1048787,-5.9956,-0.02183951
"FNDC1",0.9838,0.91808129,0.1047371,-5.9956,0.05215566
"CCDC189",0.9838,0.91833452,-0.1044121,-5.9957,-0.04528436
"SRCAP",0.9838,0.91854533,-0.1041415,-5.9957,-0.03577583
"KIAA1143",0.9838,0.91855883,-0.1041242,-5.9957,-0.03185489
"PCDHAC1",0.9838,0.91862474,0.1040396,-5.9957,0.07191631
"LRP6",0.9839,0.91888496,-0.1037056,-5.9957,-0.05254768
"OSBPL10",0.9839,0.91896466,-0.1036033,-5.9958,-0.04360748
"TSR3",0.9839,0.91898066,0.1035828,-5.9958,0.02650394
"ZNF418",0.9839,0.91901208,0.1035424,-5.9958,0.02615601
"SBNO1",0.9839,0.91906721,-0.1034717,-5.9958,-0.03657913
"FAM213A",0.9845,0.9197585,0.1025845,-5.9959,0.02964518
"CRYL1",0.9846,0.92014802,0.1020847,-5.9959,0.02603214
"MAGEE2",0.9846,0.92026858,-0.10193,-5.9959,-0.03780889
"ZNF41",0.9846,0.92037256,0.1017966,-5.9959,0.04190455
"EIF4A2",0.9846,0.92051583,0.1016127,-5.996,0.02093001
"POLD4",0.9846,0.92056017,-0.1015558,-5.996,-0.02513584
"SERAC1",0.9846,0.92059558,0.1015104,-5.996,0.0226182
"EPO",0.9846,0.92065895,-0.1014291,-5.996,-0.03742941
"SMIM14",0.9846,0.92076899,0.1012879,-5.996,0.0198075
"ACTA2",0.9846,0.92078913,0.1012621,-5.996,0.02516701
"SLC22A18AS",0.9846,0.92083245,0.1012065,-5.996,0.0365049
"MAFK",0.9846,0.92092947,-0.101082,-5.996,-0.03887994
"CDKN2D",0.9846,0.92095751,-0.101046,-5.996,-0.02649161
"ACOT2",0.9847,0.92106325,-0.1009103,-5.996,-0.08780534
"MED26",0.9848,0.9212744,0.1006394,-5.9961,0.0322689
"YOD1",0.9848,0.9213373,-0.1005587,-5.9961,-0.02343103
"CYFIP1",0.9849,0.9214518,-0.1004118,-5.9961,-0.02681266
