"","adj.P.Val","P.Value","t","B","logFC"
"H2AFB3",0.988,0.962,-0.0476162,-7.134515,-0.00131043
"HS.578031",0.988,0.962,0.0475693,-7.134517,0.001316
"LOC652833",0.988,0.962,-0.0475548,-7.134518,-0.00116521
"HS.545500",0.988,0.962,-0.0475141,-7.13452,-0.00121668
"C11ORF10",0.988,0.962,0.0475129,-7.13452,0.00330524
"APOC2",0.988,0.962,-0.0475106,-7.13452,-0.00146898
"HS.538729",0.988,0.962,0.0474045,-7.134525,0.00112642
"HS.546113",0.988,0.962,-0.0473903,-7.134526,-0.00100877
"LOC651065",0.988,0.962,-0.0473534,-7.134527,-0.00126029
"HS.117083",0.988,0.962,-0.0472684,-7.134531,-0.00100485
"RUNDC3B",0.988,0.962,-0.0472429,-7.134532,-0.00198142
"HS.583090",0.988,0.962,-0.0472342,-7.134533,-0.00137764
"IRF2",0.988,0.962,-0.0471915,-7.134535,-0.00095748
"HS.571234",0.988,0.962,0.0471527,-7.134537,0.00140434
"PRSS21",0.988,0.962,-0.0471331,-7.134538,-0.00093703
"C1ORF150",0.988,0.962,-0.0471007,-7.134539,-0.00132446
"HS.506101",0.988,0.963,-0.0470427,-7.134542,-0.00102639
"KRTAP4-12",0.988,0.963,-0.0469476,-7.134546,-0.00111844
"HS.382374",0.988,0.963,0.0469119,-7.134548,0.00113629
"KIRREL2",0.988,0.963,0.0469033,-7.134548,0.00079814
"SAR1A",0.988,0.963,-0.0468853,-7.134549,-0.00314024
"LOC644658",0.988,0.963,0.0468689,-7.13455,0.00115957
"POLA",0.988,0.963,-0.0468275,-7.134552,-0.00124803
"DEFB136",0.988,0.963,-0.0467556,-7.134555,-0.00115554
"HS.225853",0.988,0.963,-0.0467535,-7.134555,-0.0011712
"NOBOX",0.988,0.963,0.046732,-7.134557,0.00084049
"C7ORF52",0.988,0.963,-0.0465812,-7.134564,-0.00128757
"HS.541981",0.988,0.963,-0.0465735,-7.134564,-0.00106462
"HS.542905",0.988,0.963,-0.0465362,-7.134566,-0.00165563
"MCCD1",0.988,0.963,0.0464064,-7.134572,0.00149932
"HS.568827",0.988,0.963,0.0463941,-7.134572,0.00108594
"C16ORF65",0.988,0.963,-0.0463734,-7.134573,-0.001178
"LOC729900",0.988,0.963,-0.0463471,-7.134574,-0.00102376
"LOC643094",0.988,0.963,0.0462803,-7.134578,0.00122156
"HS.582701",0.988,0.963,-0.0462569,-7.134579,-0.00160798
"HS.570580",0.988,0.963,0.046247,-7.134579,0.00146482
"LOC643093",0.988,0.963,-0.046199,-7.134581,-0.0011084
"LOC644365",0.988,0.963,-0.0461571,-7.134583,-0.00106562
"HS.544129",0.988,0.963,0.0461399,-7.134584,0.0011909
"HS.542025",0.988,0.963,-0.0461342,-7.134584,-0.00114501
"HS.582457",0.988,0.963,-0.0461307,-7.134584,-0.00132501
"ZNF221",0.988,0.963,0.0461284,-7.134585,0.00114353
"HS.207174",0.988,0.963,-0.0460832,-7.134587,-0.00106536
"HS.559605",0.988,0.963,-0.0459976,-7.134591,-0.00105164
"LOC646786",0.988,0.963,0.045968,-7.134592,0.00296547
"HS.495080",0.988,0.963,-0.0459233,-7.134594,-0.0013196
"HS.563870",0.988,0.963,0.0458597,-7.134597,0.00111547
"LOC646241",0.988,0.964,-0.0458245,-7.134599,-0.0011299
"CLEC2L",0.988,0.964,-0.0458078,-7.134599,-0.00150554
"HS.542805",0.988,0.964,-0.0457876,-7.1346,-0.00137035
"TTTY14",0.988,0.964,-0.0457655,-7.134601,-0.00319104
"CACNG4",0.988,0.964,-0.0457608,-7.134601,-0.00129604
"LOC442535",0.988,0.964,0.0457214,-7.134603,0.0012028
"HS.580316",0.988,0.964,-0.0456389,-7.134607,-0.00108912
"LOC645460",0.988,0.964,-0.045615,-7.134608,-0.0012283
"LOC653056",0.988,0.964,0.0455379,-7.134612,0.00120136
"LOC442096",0.988,0.964,-0.0455098,-7.134613,-0.00104392
"LOC647353",0.988,0.964,0.0453985,-7.134618,0.00150566
"HS.148998",0.988,0.964,-0.0453811,-7.134619,-0.00100813
"CILP2",0.988,0.964,-0.0453512,-7.13462,-0.00136792
"ADAM5",0.988,0.964,-0.0453463,-7.13462,-0.00072791
"TMC1",0.988,0.964,0.0453064,-7.134622,0.00112131
"HS.132453",0.988,0.964,-0.0452963,-7.134623,-0.00147387
"HS.545832",0.988,0.964,-0.0452067,-7.134627,-0.00117636
"HS.437406",0.988,0.964,0.0451959,-7.134627,0.00108045
"HS.566417",0.988,0.964,0.0451203,-7.134631,0.00106155
"HS.547201",0.988,0.964,0.0451196,-7.134631,0.00137526
"GALK2",0.988,0.964,0.0450582,-7.134633,0.00110107
"LOC651122",0.988,0.964,-0.0450253,-7.134635,-0.00110588
"HS.544104",0.988,0.964,-0.0450212,-7.134635,-0.00099664
"HS.545270",0.988,0.964,0.0449829,-7.134637,0.00113416
"ITPRIPL1",0.988,0.964,0.0449456,-7.134638,0.00068263
"LOC651212",0.988,0.964,-0.0449449,-7.134638,-0.00155933
"HS.571736",0.988,0.964,0.0449403,-7.134639,0.00113688
"KIAA1432",0.988,0.964,0.0448487,-7.134643,0.00124428
"LOC652845",0.988,0.964,0.0448404,-7.134643,0.00124146
"HS.565537",0.988,0.964,-0.0448218,-7.134644,-0.00121007
"HS.389988",0.988,0.964,0.0448161,-7.134644,0.00098503
"HS.539416",0.988,0.964,0.0447382,-7.134648,0.00113412
"HMX3",0.988,0.964,0.0446646,-7.134651,0.00114128
"HS.149786",0.988,0.964,-0.0446632,-7.134651,-0.00134784
"HS.578119",0.988,0.964,-0.0446477,-7.134652,-0.00125488
"LOC441843",0.988,0.964,-0.0446437,-7.134652,-0.00101945
"ITGB1BP3",0.988,0.965,0.044568,-7.134655,0.00435106
"HS.540591",0.988,0.965,0.0445116,-7.134658,0.00134147
"LOC388630",0.988,0.965,0.0444366,-7.134661,0.00108799
"LOC646481",0.988,0.965,-0.0444215,-7.134662,-0.00162064
"HS.38894",0.988,0.965,-0.0443865,-7.134663,-0.00107086
"HS.572007",0.988,0.965,0.0443189,-7.134666,0.00096935
"LOC126661",0.989,0.965,-0.044204,-7.134672,-0.00110035
"HS.580614",0.989,0.965,-0.0441537,-7.134674,-0.00105937
"CYP2A7",0.989,0.965,0.0441429,-7.134674,0.00095343
"ATXN2L",0.989,0.965,-0.0441381,-7.134674,-0.00063631
"AHI1",0.989,0.965,0.044106,-7.134676,0.00187849
"HS.583755",0.989,0.965,-0.0440296,-7.134679,-0.00145138
"ZBTB7A",0.989,0.965,-0.0439773,-7.134682,-0.00160206
"LOC653169",0.989,0.965,0.0439692,-7.134682,0.00112865
"HS.538983",0.989,0.965,-0.0439188,-7.134684,-0.00108737
"HS.570759",0.989,0.965,0.0438194,-7.134688,0.00099973
"HS.567027",0.989,0.965,-0.0437657,-7.134691,-0.00117652
"AP1S2",0.989,0.965,0.0437549,-7.134691,0.00222937
"LOC645661",0.989,0.965,0.0437488,-7.134692,0.00106173
"IER3IP1",0.989,0.965,0.0437314,-7.134692,0.00297894
"MTM",0.989,0.965,-0.0437215,-7.134693,-0.00131722
"INTS12",0.989,0.965,0.0436943,-7.134694,0.00203829
"LOC643901",0.989,0.965,0.0436632,-7.134695,0.0012111
"HS.544881",0.989,0.965,-0.043601,-7.134698,-0.00135303
"HS.201491",0.989,0.965,-0.0435596,-7.1347,-0.00112698
"HS.44210",0.989,0.965,0.0435004,-7.134702,0.00097032
"SLC7A3",0.989,0.965,0.043466,-7.134704,0.00081533
"HS.520533",0.989,0.965,0.0434141,-7.134706,0.00113526
"LOC648552",0.989,0.966,-0.0432357,-7.134714,-0.00105751
"REEP3",0.989,0.966,0.0431772,-7.134716,0.00141033
"HS.245405",0.989,0.966,0.0430534,-7.134722,0.0012861
"HS.538221",0.989,0.966,-0.042787,-7.134733,-0.00117861
"HS.567044",0.989,0.966,-0.0427432,-7.134735,-0.00117178
"HS.582533",0.989,0.966,0.0426368,-7.13474,0.00093278
"PRAMEF21",0.989,0.966,-0.0425525,-7.134743,-0.00108908
"NCK2",0.989,0.966,-0.0424969,-7.134746,-0.00214986
"LOC645459",0.989,0.966,0.0423592,-7.134751,0.00099918
"CASRL1",0.989,0.966,-0.0422006,-7.134758,-0.00096464
"HS.125983",0.989,0.966,0.042142,-7.134761,0.00110809
"LOC730926",0.989,0.966,-0.0421224,-7.134761,-0.00100014
"PHF21B",0.989,0.967,0.0420273,-7.134765,0.00133345
"LOC727832",0.989,0.967,0.0419874,-7.134767,0.00083751
"DLGAP1",0.989,0.967,-0.0419508,-7.134769,-0.00078007
"BTNL3",0.989,0.967,-0.0419212,-7.13477,-0.0005845
"ADAM32",0.989,0.967,-0.0418711,-7.134772,-0.00059766
"LOC652804",0.989,0.967,0.0418551,-7.134773,0.00115797
"HS.350952",0.989,0.967,-0.0417724,-7.134776,-0.00110717
"HS.324269",0.989,0.967,0.0417509,-7.134777,0.00110293
"PLXNC1",0.989,0.967,0.0417352,-7.134778,0.00101859
"C10ORF136",0.989,0.967,0.0417089,-7.134779,0.00109106
"DUSP14",0.989,0.967,-0.0416852,-7.13478,-0.0025305
"LOC731106",0.989,0.967,0.0416783,-7.13478,0.00105688
"HS.134974",0.989,0.967,-0.0416071,-7.134783,-0.00104675
"HS.542989",0.989,0.967,0.0416038,-7.134783,0.00095108
"HS.434660",0.989,0.967,-0.0415488,-7.134785,-0.00147245
"INSL4",0.99,0.967,-0.0414002,-7.134792,-0.00099264
"WSCD2",0.99,0.967,-0.0413472,-7.134794,-0.00116563
"CXORF12",0.99,0.967,-0.0413129,-7.134795,-0.00179026
"HS.547293",0.99,0.967,-0.0413001,-7.134796,-0.00149992
"CDY2A",0.99,0.967,-0.0412624,-7.134797,-0.0011135
"LOC642645",0.99,0.967,0.0412377,-7.134798,0.00112152
"HS.569722",0.99,0.967,-0.0411438,-7.134802,-0.00094272
"HS.565435",0.99,0.967,0.0411313,-7.134803,0.00098831
"OR4E2",0.99,0.967,-0.0411157,-7.134803,-0.00110087
"SMR3B",0.99,0.967,-0.0410942,-7.134804,-0.00108998
"HS.270778",0.99,0.967,-0.0410514,-7.134806,-0.00115472
"HS.124421",0.99,0.967,-0.0410196,-7.134807,-0.00104842
"HS.369978",0.99,0.967,0.0410069,-7.134808,0.00108961
"HS.578954",0.99,0.967,0.0409209,-7.134811,0.00118055
"HS.544599",0.99,0.967,-0.0408943,-7.134812,-0.00087116
"NOXO1",0.99,0.968,-0.0407609,-7.134818,-0.00082115
"LOC392481",0.99,0.968,-0.0407167,-7.13482,-0.00093233
"HS.517572",0.99,0.968,0.0406759,-7.134821,0.00113206
"KRTAP5-7",0.99,0.968,-0.0406748,-7.134821,-0.00091255
"HS.574784",0.99,0.968,-0.0405868,-7.134825,-0.00090868
"PRDM7",0.99,0.968,-0.0405786,-7.134825,-0.00093161
"ATP8B1",0.99,0.968,-0.0405424,-7.134827,-0.00111583
"TBC1D28",0.99,0.968,-0.040503,-7.134828,-0.00060584
"SNX29",0.99,0.968,-0.040461,-7.13483,-0.00161295
"LOC644711",0.99,0.968,-0.0404604,-7.13483,-0.00102929
"NSMCE2",0.99,0.968,-0.0403784,-7.134833,-0.00149027
"HS.128375",0.99,0.968,-0.0402577,-7.134838,-0.0010375
"C1ORF161",0.99,0.968,-0.0402521,-7.134838,-0.0010858
"RMI1",0.99,0.968,0.0402513,-7.134839,0.00140561
"HS.573890",0.99,0.968,0.0402195,-7.13484,0.00091032
"SIRT3",0.99,0.968,-0.040216,-7.13484,-0.0011125
"HS.544050",0.99,0.968,0.0401693,-7.134842,0.00087837
"HS.537731",0.99,0.968,-0.0401678,-7.134842,-0.00094618
"HS.436592",0.99,0.968,-0.0401434,-7.134843,-0.00113033
"LOC651373",0.99,0.968,-0.0400737,-7.134846,-0.0009148
"LOC643231",0.99,0.968,-0.0400382,-7.134847,-0.00096178
"DARS",0.99,0.968,-0.0399105,-7.134852,-0.00165811
"HS.22928",0.99,0.968,-0.0398735,-7.134854,-0.00117022
"TTLL10",0.99,0.968,-0.03985,-7.134855,-0.00110855
"KCTD17",0.99,0.968,0.0397979,-7.134857,0.00192131
"ANKRD36",0.99,0.968,0.0397965,-7.134857,0.00080034
"HS.127665",0.99,0.968,-0.0397907,-7.134857,-0.00097478
"HS.575985",0.99,0.968,-0.039644,-7.134863,-0.00109398
"HS.312166",0.99,0.968,0.0396297,-7.134863,0.00094832
"APRIN",0.99,0.969,-0.0394788,-7.134869,-0.00107389
"HTR3C",0.99,0.969,-0.0394226,-7.134872,-0.00103339
"HS.544015",0.99,0.969,-0.0393966,-7.134873,-0.00121013
"IPO13",0.99,0.969,0.0393185,-7.134876,0.0021821
"HS.539471",0.99,0.969,-0.0393084,-7.134876,-0.00096856
"MAGEB6",0.99,0.969,-0.0392933,-7.134877,-0.00072381
"SCFD1",0.99,0.969,0.0392737,-7.134877,0.00151298
"HS.571376",0.99,0.969,-0.0391133,-7.134884,-0.00091578
"HS.128933",0.99,0.969,0.0391088,-7.134884,0.000945
"HS.21177",0.99,0.969,0.0390676,-7.134885,0.00135655
"LOC728709",0.99,0.969,-0.0390537,-7.134886,-0.00108706
"HS.334170",0.99,0.969,0.0389806,-7.134889,0.00137042
"HS.536154",0.99,0.969,0.0389754,-7.134889,0.00110028
"RAB3B",0.99,0.969,-0.0389674,-7.134889,-0.00108643
"HS.171345",0.99,0.969,0.0389491,-7.13489,0.00097352
"HS.574431",0.99,0.969,-0.0388771,-7.134893,-0.00096039
"HS.573323",0.99,0.969,0.0388606,-7.134894,0.00096687
"HMOX2",0.99,0.969,-0.0387746,-7.134897,-0.00170094
"HS.320872",0.99,0.969,0.0384655,-7.134909,0.00087449
"HS.385516",0.99,0.969,0.0384595,-7.134909,0.00090902
"LOC644628",0.99,0.969,-0.0384427,-7.13491,-0.00098719
"HS.554671",0.99,0.969,0.0384292,-7.13491,0.00089373
"C9ORF45",0.99,0.969,-0.0384188,-7.134911,-0.0019487
"IL1RAPL2",0.99,0.969,-0.0383553,-7.134913,-0.00101255
"C1ORF177",0.99,0.969,-0.038338,-7.134914,-0.00110615
"TTC7B",0.99,0.97,0.0382653,-7.134917,0.00125677
"HS.152258",0.99,0.97,-0.0382527,-7.134917,-0.00097869
"HS.557863",0.99,0.97,0.0382187,-7.134918,0.00095861
"HS.583770",0.99,0.97,0.0381706,-7.13492,0.00109593
"CLDN23",0.99,0.97,-0.0381265,-7.134922,-0.00187215
"HS.360957",0.99,0.97,0.0380337,-7.134925,0.00084248
"LOC647849",0.99,0.97,-0.0380278,-7.134926,-0.0010073
"HS.552230",0.99,0.97,0.0379886,-7.134927,0.00098186
"C14ORF121",0.99,0.97,-0.0379256,-7.134929,-0.00108059
"SFTPA1B",0.99,0.97,-0.0378306,-7.134933,-0.00104871
"ZNF354B",0.99,0.97,0.0377934,-7.134934,0.00096681
"LOC650909",0.99,0.97,-0.0376403,-7.13494,-0.00107074
"HS.97408",0.99,0.97,0.0376144,-7.134941,0.00114494
"RFX3",0.99,0.97,0.0375623,-7.134943,0.00054467
"ANXA8L2",0.99,0.97,-0.0375463,-7.134944,-0.0009481
"KIAA1826",0.99,0.97,-0.0375369,-7.134944,-0.00225695
"FLJ35409",0.99,0.97,-0.0374497,-7.134947,-0.00087534
"HS.568559",0.99,0.97,0.0374232,-7.134948,0.00079098
"HS.550359",0.99,0.97,0.0373879,-7.13495,0.00091682
"HS.543642",0.99,0.97,-0.0373785,-7.13495,-0.00072438
"SPP2",0.99,0.97,-0.0373139,-7.134952,-0.00110993
"HS.292188",0.99,0.97,-0.0372914,-7.134953,-0.00089747
"HS.537621",0.99,0.97,0.037286,-7.134954,0.00088187
"HS.354178",0.99,0.97,-0.0372667,-7.134954,-0.00118231
"HS.223803",0.99,0.97,-0.0372549,-7.134955,-0.00141041
"HS.145920",0.99,0.97,0.0372062,-7.134957,0.00090812
"CECR5",0.99,0.97,0.037182,-7.134957,0.00177808
"UGT1A10",0.99,0.97,-0.0370659,-7.134962,-0.00103141
"SCT",0.99,0.971,-0.037038,-7.134963,-0.00132012
"SMCP",0.99,0.971,0.0370378,-7.134963,0.00157327
"HS.584259",0.99,0.971,-0.0370349,-7.134963,-0.0009979
"LOC653097",0.99,0.971,-0.0370168,-7.134964,-0.00098203
"ZNF551",0.99,0.971,-0.0370089,-7.134964,-0.00102401
"PCDHA6",0.99,0.971,-0.0369537,-7.134966,-0.00072699
"ADRA2A",0.99,0.971,-0.0368899,-7.134968,-0.00113919
"LOC644787",0.99,0.971,0.036883,-7.134968,0.0008944
"OR1N1",0.99,0.971,0.036843,-7.13497,0.00112997
"HS.547695",0.99,0.971,-0.0368212,-7.134971,-0.00090911
"SLC6A16",0.991,0.971,-0.0365044,-7.134982,-0.00154651
"HS.573984",0.991,0.971,0.0364493,-7.134984,0.00103599
"HS.542855",0.991,0.971,-0.0364391,-7.134985,-0.00080511
"HS.536010",0.991,0.971,-0.0363483,-7.134988,-0.00132906
"HS.582640",0.991,0.971,-0.0363444,-7.134988,-0.00097984
"HN1L",0.991,0.971,-0.0362987,-7.13499,-0.00170654
"HS.541166",0.991,0.971,0.0362486,-7.134992,0.0008463
"SEC11B",0.991,0.971,0.0362378,-7.134992,0.00085367
"HS.578235",0.991,0.971,0.0361961,-7.134994,0.00086719
"HS.565137",0.991,0.971,0.0361276,-7.134996,0.00110212
"HIST1H3B",0.991,0.971,-0.0360503,-7.134999,-0.00098219
"CXORF20",0.991,0.971,0.036044,-7.134999,0.00074748
"HS.149042",0.991,0.971,0.0359433,-7.135003,0.00085646
"XKR9",0.991,0.971,0.0359285,-7.135003,0.00094658
"CASP14",0.991,0.971,-0.0358014,-7.135008,-0.00103393
"HS.542612",0.991,0.971,-0.0357904,-7.135008,-0.0008782
"ARL10",0.991,0.972,0.0357796,-7.135009,0.00087547
"HS.524705",0.991,0.972,-0.0357471,-7.13501,-0.0008187
"HS.582971",0.991,0.972,-0.0357457,-7.13501,-0.00106995
"CALCRL",0.991,0.972,0.0356935,-7.135012,0.00243076
"HS.544171",0.991,0.972,-0.0356289,-7.135014,-0.0008267
"DEFB119",0.991,0.972,-0.0355428,-7.135017,-0.00074164
"HS.561064",0.991,0.972,0.0355159,-7.135018,0.00088899
"HS.543516",0.991,0.972,-0.0354111,-7.135022,-0.0008906
"ZFYVE28",0.991,0.972,0.0353892,-7.135022,0.001009
"HSD17B2",0.991,0.972,-0.0353732,-7.135023,-0.00100126
"LOC652536",0.991,0.972,0.0353315,-7.135025,0.00077409
"LLGL2",0.991,0.972,0.0353297,-7.135025,0.00041984
"SAMD5",0.991,0.972,0.0352821,-7.135026,0.00092947
"HS.545555",0.991,0.972,-0.0352338,-7.135028,-0.00093128
"FAM169A",0.991,0.972,-0.0351962,-7.135029,-0.00070974
"EPHA1",0.991,0.972,0.0351745,-7.13503,0.00086098
"LGALS13",0.991,0.972,-0.0351468,-7.135031,-0.00116033
"HS.582902",0.991,0.972,-0.035134,-7.135031,-0.0009366
"LOC652676",0.991,0.972,-0.0350692,-7.135034,-0.00095492
"PHKA2",0.991,0.972,0.0350127,-7.135036,0.00176853
"SUV420H2",0.991,0.972,0.035009,-7.135036,0.00150212
"HS.568810",0.991,0.972,0.0350071,-7.135036,0.0008709
"LOC652774",0.991,0.972,0.0349686,-7.135037,0.00089414
"ARL4A",0.991,0.972,0.0349411,-7.135038,0.0016528
"LOC648553",0.991,0.972,0.0348945,-7.13504,0.00087099
"LOC646569",0.991,0.972,-0.0348725,-7.135041,-0.00090448
"HS.568710",0.991,0.972,0.0347826,-7.135044,0.00079442
"HS.382836",0.991,0.972,-0.0347215,-7.135046,-0.00106756
"HS.164441",0.991,0.972,-0.0346713,-7.135048,-0.00083556
"TMED6",0.991,0.972,-0.034659,-7.135048,-0.00098462
"DNAJB2",0.991,0.973,-0.0344887,-7.135054,-0.00179925
"LOC652150",0.991,0.973,-0.0344504,-7.135055,-0.00090855
"LOC653321",0.991,0.973,0.0344441,-7.135056,0.00305107
"HS.581431",0.991,0.973,0.0343368,-7.135059,0.0009419
"KCTD11",0.991,0.973,-0.0342863,-7.135061,-0.00105568
"C15ORF43",0.991,0.973,-0.0342166,-7.135063,-0.00072049
"HS.560749",0.991,0.973,-0.0341607,-7.135065,-0.00094364
"OVCH2",0.991,0.973,-0.034157,-7.135065,-0.00093787
"HS.568740",0.991,0.973,-0.0340943,-7.135067,-0.00144348
"LOC647904",0.991,0.973,-0.0340484,-7.135069,-0.00087382
"HS.543412",0.991,0.973,0.0339083,-7.135074,0.00121915
"CDH20",0.991,0.973,0.0338585,-7.135076,0.00092624
"MIS12",0.991,0.973,0.03383,-7.135076,0.00162281
"C2ORF3",0.991,0.973,0.0337528,-7.135079,0.001412
"CDC2L1",0.991,0.973,-0.0337474,-7.135079,-0.00131391
"HS.298228",0.991,0.973,-0.0337216,-7.13508,-0.00084765
"LOC401860",0.991,0.973,0.0337209,-7.13508,0.00114415
"CHRNA2",0.991,0.973,0.0337055,-7.135081,0.00092529
"HS.563007",0.991,0.973,-0.0337025,-7.135081,-0.00078653
"HS.552878",0.991,0.973,-0.0336051,-7.135084,-0.00108855
"HS.571125",0.991,0.973,-0.0335455,-7.135086,-0.00082813
"LOC643388",0.991,0.973,0.0335388,-7.135086,0.00081644
"HS.149335",0.991,0.973,-0.033466,-7.135089,-0.00101727
"HS.442647",0.991,0.973,0.0334621,-7.135089,0.00075438
"HS.542903",0.991,0.973,-0.0334179,-7.13509,-0.00081772
"HS.156574",0.991,0.973,0.0333592,-7.135092,0.00096668
"HS.569768",0.991,0.974,0.0332371,-7.135096,0.00079854
"WISP3",0.991,0.974,0.0330749,-7.135102,0.00051619
"HS.562129",0.991,0.974,-0.0330603,-7.135102,-0.00077537
"KRTAP12-3",0.991,0.974,0.0330378,-7.135103,0.00081985
"CXORF15",0.991,0.974,-0.033036,-7.135103,-0.00099112
"MAGEC3",0.991,0.974,-0.0330093,-7.135104,-0.00045887
"CCDC87",0.991,0.974,0.0329497,-7.135106,0.0008716
"HS.562901",0.991,0.974,-0.0329031,-7.135107,-0.00086707
"HS.211182",0.991,0.974,-0.0328142,-7.13511,-0.00076062
"LOC649425",0.992,0.974,0.0326448,-7.135116,0.00083029
"TBC1D12",0.992,0.974,0.0326259,-7.135117,0.00080451
"PDZK3",0.992,0.974,0.0325844,-7.135118,0.00087442
"HS.147394",0.992,0.974,-0.0325227,-7.13512,-0.00112652
"HS.371534",0.992,0.974,-0.0324921,-7.135121,-0.00096058
"HS.126160",0.992,0.974,0.0324597,-7.135122,0.00075989
"HS.541779",0.992,0.974,0.0324581,-7.135122,0.00088485
"HS.127904",0.992,0.974,-0.0324528,-7.135122,-0.0009319
"HS.205809",0.992,0.974,0.0324498,-7.135122,0.00074618
"CLDN17",0.992,0.974,-0.0324382,-7.135123,-0.00077681
"GGTL3",0.992,0.974,0.0324229,-7.135123,0.00087505
"HS.275545",0.992,0.974,-0.0323982,-7.135124,-0.00087441
"HS.584295",0.992,0.974,0.0323834,-7.135124,0.00083978
"LOC401222",0.992,0.974,-0.0323024,-7.135127,-0.00084639
"TMEM16C",0.992,0.974,-0.0322845,-7.135128,-0.00083288
"HS.537174",0.992,0.974,0.0322181,-7.13513,0.00088666
"HS.104807",0.992,0.974,0.0322007,-7.13513,0.00079332
"LOC642815",0.992,0.974,0.032084,-7.135134,0.00085049
"HS.437559",0.992,0.974,-0.0320333,-7.135136,-0.00072552
"HS.575949",0.992,0.974,-0.0320213,-7.135136,-0.00078289
"HS.569823",0.992,0.975,0.0320109,-7.135136,0.00129723
"TAS2R40",0.992,0.975,0.0318499,-7.135142,0.00077497
"HS.541630",0.992,0.975,-0.0318383,-7.135142,-0.00068641
"LOC650422",0.992,0.975,0.0317893,-7.135143,0.00089931
"DOCK7",0.992,0.975,-0.0317416,-7.135145,-0.00099795
"HS.564216",0.992,0.975,-0.0317106,-7.135146,-0.00070919
"ITGB3BP",0.992,0.975,-0.0316265,-7.135149,-0.00119404
"HS.436979",0.992,0.975,0.03162,-7.135149,0.00082537
"AKAP3",0.992,0.975,0.0315916,-7.13515,0.00100979
"HS.571377",0.992,0.975,0.0315861,-7.13515,0.00083971
"LOC653855",0.992,0.975,0.0315616,-7.135151,0.00083413
"LOC652256",0.992,0.975,0.0313739,-7.135157,0.0006776
"HS.144925",0.992,0.975,-0.031222,-7.135161,-0.00094833
"LOC644598",0.992,0.975,-0.0312072,-7.135162,-0.00075325
"HS.573141",0.992,0.975,-0.031144,-7.135164,-0.00079779
"HS.543575",0.992,0.975,0.0311187,-7.135165,0.00071274
"C17ORF56",0.992,0.975,0.0310803,-7.135166,0.00092996
"HS.60681",0.992,0.975,-0.0310426,-7.135167,-0.0007464
"LOC652735",0.992,0.975,0.0310217,-7.135168,0.00071262
"HS.104990",0.992,0.975,0.0309843,-7.135169,0.00094571
"HS.333703",0.992,0.975,-0.0309558,-7.13517,-0.00080253
"LOC645334",0.992,0.975,0.0308604,-7.135173,0.00076737
"HS.171251",0.992,0.975,0.030856,-7.135173,0.00073119
"HS.543116",0.992,0.975,-0.0308232,-7.135174,-0.000796
"HS.12513",0.992,0.976,-0.0307552,-7.135176,-0.00099978
"HS.538460",0.992,0.976,0.0307461,-7.135176,0.0007902
"HS.493062",0.992,0.976,-0.0306572,-7.135179,-0.00079909
"HS.527684",0.992,0.976,-0.0305475,-7.135182,-0.00069285
"PLEKHA8",0.992,0.976,-0.0305353,-7.135183,-0.0012932
"HS.22495",0.992,0.976,0.0304936,-7.135184,0.00082804
"HS.555151",0.992,0.976,0.030435,-7.135186,0.00086461
"MAP3K5",0.992,0.976,0.0302592,-7.135191,0.00194638
"HS.564465",0.992,0.976,0.030212,-7.135192,0.00071856
"C18ORF58",0.992,0.976,0.0302015,-7.135193,0.00078452
"HS.540080",0.992,0.976,-0.0301255,-7.135195,-0.00087591
"L1CAM",0.992,0.976,0.0301053,-7.135196,0.00074471
"HS.156270",0.992,0.976,0.0300769,-7.135196,0.00085414
"HS.185918",0.992,0.976,-0.0299658,-7.1352,-0.0009488
"HS.539902",0.992,0.976,0.0299372,-7.135201,0.00084925
"HS.36563",0.992,0.976,-0.029906,-7.135202,-0.00094044
"LOC647972",0.992,0.976,-0.0298492,-7.135203,-0.0007844
"HS.580206",0.992,0.976,0.0298414,-7.135204,0.00065084
"C20ORF197",0.992,0.976,-0.0297201,-7.135207,-0.00078743
"LOC652753",0.992,0.976,0.0296848,-7.135208,0.00076263
"HS.540464",0.992,0.976,0.0296107,-7.13521,0.00067416
"LOC146177",0.992,0.976,-0.0296062,-7.135211,-0.00089533
"HS.539195",0.992,0.976,-0.0295438,-7.135212,-0.0008692
"GSTM3",0.992,0.977,-0.0294426,-7.135215,-0.00254192
"LOC645438",0.992,0.977,0.0294278,-7.135216,0.0007524
"HS.560899",0.992,0.977,0.0294215,-7.135216,0.00100333
"LOC91431",0.992,0.977,-0.0293527,-7.135218,-0.00095762
"LOC400955",0.992,0.977,-0.0293522,-7.135218,-0.00067927
"LOC647206",0.992,0.977,-0.0293143,-7.135219,-0.00087388
"LOC647400",0.992,0.977,0.0292738,-7.13522,0.00067957
"LOC388381",0.992,0.977,0.02922,-7.135222,0.0007148
"LOC283152",0.992,0.977,0.0291132,-7.135225,0.00070631
"LOC648979",0.993,0.977,-0.0290017,-7.135228,-0.00069021
